registration_id,student_id,section_id,term_id,school_id,program_id,course_code,section_number,registration_date,registration_status,credit_hours,grade_mode,student_type,residency_status,admit_school_id,admit_program_id,modality,capacity
REG000542,STU00058,SEC00187,2025SU,SCH08,PRG0801,0801-150,01,2025-05-03,Registered,3.0,Pass Fail,Graduate,International,SCH08,PRG0801,Hybrid,34
REG000543,STU00058,SEC00404,2026SU,SCH08,PRG0801,0801-200,02,2026-04-30,Registered,3.0,Letter,Graduate,International,SCH08,PRG0801,Online,29
REG000544,STU00058,SEC00403,2026SU,SCH08,PRG0801,0801-150,01,2026-04-23,Registered,3.0,Pass Fail,Graduate,International,SCH08,PRG0801,Hybrid,35
REG000545,STU00058,SEC00332,2026WI,SCH08,PRG0801,0801-200,02,2025-12-25,Registered,3.0,Audit,Graduate,International,SCH08,PRG0801,In Person,27
REG000546,STU00058,SEC00331,2026WI,SCH08,PRG0801,0801-150,01,2025-12-14,Registered,3.0,Pass Fail,Graduate,International,SCH08,PRG0801,Online,33
REG000547,STU00059,SEC00189,2025SU,SCH08,PRG0802,0802-150,01,2025-04-12,Registered,3.0,Audit,First Time,In State,SCH08,PRG0802,Hybrid,40
REG000548,STU00059,SEC00190,2025SU,SCH08,PRG0802,0802-200,02,2025-04-25,Registered,3.0,Letter,First Time,In State,SCH08,PRG0802,Hybrid,29
REG000549,STU00059,SEC00405,2026SU,SCH08,PRG0802,0802-150,01,2026-04-18,Registered,3.0,Audit,First Time,In State,SCH08,PRG0802,Hybrid,25
REG000550,STU00059,SEC00406,2026SU,SCH08,PRG0802,0802-200,02,2026-04-11,Registered,3.0,Audit,First Time,In State,SCH08,PRG0802,Online,30
REG000551,STU00059,SEC00333,2026WI,SCH08,PRG0802,0802-150,01,2025-12-17,Registered,3.0,Pass Fail,First Time,In State,SCH08,PRG0802,Online,29
REG000552,STU00059,SEC00334,2026WI,SCH08,PRG0802,0802-200,02,2026-01-02,Dropped,0.0,Pass Fail,First Time,In State,SCH08,PRG0802,Online,42
REG000553,STU00060,SEC00048,2024FA,SCH08,PRG0803,0803-200,02,2024-07-25,Registered,3.0,Audit,First Time,In State,SCH08,PRG0803,In Person,38
REG000554,STU00060,SEC00047,2024FA,SCH08,PRG0803,0803-150,01,2024-08-15,Registered,3.0,Pass Fail,First Time,In State,SCH08,PRG0803,Online,42
REG000555,STU00060,SEC00191,2025SU,SCH08,PRG0803,0803-150,01,2025-04-11,Registered,3.0,Audit,First Time,In State,SCH08,PRG0803,Online,36
REG000556,STU00060,SEC00192,2025SU,SCH08,PRG0803,0803-200,02,2025-04-11,Registered,3.0,Audit,First Time,In State,SCH08,PRG0803,Online,30
REG000557,STU00060,SEC00119,2025WI,SCH08,PRG0803,0803-150,01,2025-01-04,Registered,3.0,Audit,First Time,In State,SCH08,PRG0803,Hybrid,28
REG000558,STU00060,SEC00120,2025WI,SCH08,PRG0803,0803-200,02,2024-12-23,Withdrawn,3.0,Letter,First Time,In State,SCH08,PRG0803,Hybrid,36
REG000559,STU00060,SEC00336,2026WI,SCH08,PRG0803,0803-200,02,2025-12-09,Registered,3.0,Audit,First Time,In State,SCH08,PRG0803,Online,38
REG000560,STU00060,SEC00335,2026WI,SCH08,PRG0803,0803-150,01,2025-12-12,Registered,3.0,Letter,First Time,In State,SCH08,PRG0803,Hybrid,24
REG000561,STU00061,SEC00049,2024FA,SCH09,PRG0901,0901-150,01,2024-07-31,Registered,3.0,Pass Fail,Continuing,International,SCH09,PRG0901,In Person,31
REG000562,STU00061,SEC00050,2024FA,SCH09,PRG0901,0901-200,02,2024-07-30,Registered,3.0,Audit,Continuing,International,SCH09,PRG0901,Online,26
REG000563,STU00061,SEC00266,2025FA,SCH09,PRG0901,0901-200,02,2025-08-01,Registered,3.0,Pass Fail,Continuing,International,SCH09,PRG0901,In Person,42
REG000564,STU00061,SEC00265,2025FA,SCH09,PRG0901,0901-150,01,2025-07-30,Registered,3.0,Pass Fail,Continuing,International,SCH09,PRG0901,In Person,40
REG000565,STU00061,SEC00194,2025SU,SCH09,PRG0901,0901-200,02,2025-04-16,Registered,3.0,Letter,Continuing,International,SCH09,PRG0901,Hybrid,25
REG000566,STU00061,SEC00193,2025SU,SCH09,PRG0901,0901-150,01,2025-04-12,Registered,3.0,Pass Fail,Continuing,International,SCH09,PRG0901,Online,30
REG000567,STU00061,SEC00121,2025WI,SCH09,PRG0901,0901-150,01,2024-12-19,Registered,3.0,Pass Fail,Continuing,International,SCH09,PRG0901,In Person,29
REG000568,STU00061,SEC00122,2025WI,SCH09,PRG0901,0901-200,02,2025-01-04,Registered,3.0,Letter,Continuing,International,SCH09,PRG0901,Online,40
REG000569,STU00061,SEC00337,2026WI,SCH09,PRG0901,0901-150,01,2025-12-19,Registered,3.0,Pass Fail,Continuing,International,SCH09,PRG0901,Online,41
REG000570,STU00061,SEC00338,2026WI,SCH09,PRG0901,0901-200,02,2025-12-12,Registered,3.0,Pass Fail,Continuing,International,SCH09,PRG0901,In Person,32
REG000571,STU00062,SEC00051,2024FA,SCH09,PRG0902,0902-150,01,2024-07-24,Dropped,0.0,Audit,Transfer,In State,SCH09,PRG0902,Hybrid,31
REG000572,STU00062,SEC00052,2024FA,SCH09,PRG0902,0902-200,02,2024-07-28,Registered,3.0,Letter,Transfer,In State,SCH09,PRG0902,Online,35
REG000573,STU00062,SEC00268,2025FA,SCH09,PRG0902,0902-200,02,2025-07-28,Registered,3.0,Letter,Transfer,In State,SCH09,PRG0902,Hybrid,25
REG000574,STU00062,SEC00267,2025FA,SCH09,PRG0902,0902-150,01,2025-07-24,Registered,3.0,Pass Fail,Transfer,In State,SCH09,PRG0902,In Person,37
REG000575,STU00062,SEC00195,2025SU,SCH09,PRG0902,0902-150,01,2025-04-11,Dropped,0.0,Letter,Transfer,In State,SCH09,PRG0902,Hybrid,24
REG000576,STU00062,SEC00196,2025SU,SCH09,PRG0902,0902-200,02,2025-04-24,Registered,3.0,Pass Fail,Transfer,In State,SCH09,PRG0902,In Person,34
REG000577,STU00062,SEC00124,2025WI,SCH09,PRG0902,0902-200,02,2024-12-21,Registered,3.0,Letter,Transfer,In State,SCH09,PRG0902,Online,42
REG000578,STU00062,SEC00123,2025WI,SCH09,PRG0902,0902-150,01,2024-12-14,Withdrawn,3.0,Letter,Transfer,In State,SCH09,PRG0902,Hybrid,34
REG000579,STU00062,SEC00411,2026SU,SCH09,PRG0902,0902-150,01,2026-04-13,Registered,3.0,Audit,Transfer,In State,SCH09,PRG0902,Online,31
REG000580,STU00062,SEC00412,2026SU,SCH09,PRG0902,0902-200,02,2026-04-16,Dropped,0.0,Pass Fail,Transfer,In State,SCH09,PRG0902,Hybrid,37
REG000581,STU00062,SEC00340,2026WI,SCH09,PRG0902,0902-200,02,2025-12-17,Registered,3.0,Audit,Transfer,In State,SCH09,PRG0902,In Person,27
REG000582,STU00062,SEC00339,2026WI,SCH09,PRG0902,0902-150,01,2025-12-14,Registered,3.0,Letter,Transfer,In State,SCH09,PRG0902,Hybrid,37
REG000583,STU00063,SEC00126,2025WI,SCH09,PRG0903,0903-200,02,2024-12-25,Registered,3.0,Audit,Continuing,In State,SCH09,PRG0903,Hybrid,33
REG000584,STU00063,SEC00125,2025WI,SCH09,PRG0903,0903-150,01,2024-12-20,Registered,3.0,Pass Fail,Continuing,In State,SCH09,PRG0903,In Person,41
REG000585,STU00063,SEC00414,2026SU,SCH09,PRG0903,0903-200,02,2026-04-21,Registered,3.0,Letter,Continuing,In State,SCH09,PRG0903,Online,38
REG000586,STU00063,SEC00413,2026SU,SCH09,PRG0903,0903-150,01,2026-04-11,Registered,3.0,Pass Fail,Continuing,In State,SCH09,PRG0903,In Person,30
REG000587,STU00063,SEC00342,2026WI,SCH09,PRG0903,0903-200,02,2025-12-23,Registered,3.0,Audit,Continuing,In State,SCH09,PRG0903,In Person,34
REG000588,STU00063,SEC00341,2026WI,SCH09,PRG0903,0903-150,01,2026-01-02,Registered,3.0,Letter,Continuing,In State,SCH09,PRG0903,Hybrid,42
REG000589,STU00064,SEC00056,2024FA,SCH10,PRG1001,1001-200,02,2024-07-22,Registered,3.0,Pass Fail,Continuing,In State,SCH10,PRG1001,Hybrid,40
REG000590,STU00064,SEC00055,2024FA,SCH10,PRG1001,1001-150,01,2024-07-29,Registered,3.0,Audit,Continuing,In State,SCH10,PRG1001,Hybrid,40
REG000591,STU00064,SEC00271,2025FA,SCH10,PRG1001,1001-150,01,2025-08-11,Registered,3.0,Audit,Continuing,In State,SCH10,PRG1001,Hybrid,41
REG000592,STU00064,SEC00272,2025FA,SCH10,PRG1001,1001-200,02,2025-08-10,Registered,3.0,Pass Fail,Continuing,In State,SCH10,PRG1001,In Person,30
REG000593,STU00064,SEC00199,2025SU,SCH10,PRG1001,1001-150,01,2025-04-10,Registered,3.0,Pass Fail,Continuing,In State,SCH10,PRG1001,Hybrid,37
REG000594,STU00064,SEC00200,2025SU,SCH10,PRG1001,1001-200,02,2025-05-04,Registered,3.0,Letter,Continuing,In State,SCH10,PRG1001,Hybrid,40
REG000595,STU00064,SEC00128,2025WI,SCH10,PRG1001,1001-200,02,2024-12-15,Registered,3.0,Letter,Continuing,In State,SCH10,PRG1001,In Person,38
REG000596,STU00064,SEC00127,2025WI,SCH10,PRG1001,1001-150,01,2024-12-24,Registered,3.0,Letter,Continuing,In State,SCH10,PRG1001,Hybrid,42
REG000597,STU00064,SEC00343,2026WI,SCH10,PRG1001,1001-150,01,2025-12-28,Registered,3.0,Pass Fail,Continuing,In State,SCH10,PRG1001,Online,26
REG000598,STU00064,SEC00344,2026WI,SCH10,PRG1001,1001-200,02,2025-12-15,Registered,3.0,Audit,Continuing,In State,SCH10,PRG1001,Hybrid,32
REG000599,STU00065,SEC00058,2024FA,SCH10,PRG1002,1002-200,02,2024-07-22,Registered,3.0,Pass Fail,Graduate,International,SCH10,PRG1002,Online,35
REG000600,STU00065,SEC00057,2024FA,SCH10,PRG1002,1002-150,01,2024-08-17,Registered,3.0,Audit,Graduate,International,SCH10,PRG1002,Hybrid,35
REG000601,STU00065,SEC00273,2025FA,SCH10,PRG1002,1002-150,01,2025-08-16,Registered,3.0,Letter,Graduate,International,SCH10,PRG1002,Hybrid,25
REG000602,STU00065,SEC00274,2025FA,SCH10,PRG1002,1002-200,02,2025-07-21,Registered,3.0,Pass Fail,Graduate,International,SCH10,PRG1002,In Person,34
REG000603,STU00065,SEC00418,2026SU,SCH10,PRG1002,1002-200,02,2026-04-23,Registered,3.0,Pass Fail,Graduate,International,SCH10,PRG1002,Online,25
REG000604,STU00065,SEC00417,2026SU,SCH10,PRG1002,1002-150,01,2026-04-09,Registered,3.0,Pass Fail,Graduate,International,SCH10,PRG1002,Hybrid,25
REG000605,STU00065,SEC00346,2026WI,SCH10,PRG1002,1002-200,02,2025-12-15,Registered,3.0,Letter,Graduate,International,SCH10,PRG1002,Hybrid,29
REG000606,STU00065,SEC00345,2026WI,SCH10,PRG1002,1002-150,01,2025-12-13,Registered,3.0,Audit,Graduate,International,SCH10,PRG1002,Online,35
REG000607,STU00066,SEC00059,2024FA,SCH10,PRG1003,1003-150,01,2024-07-27,Registered,3.0,Audit,Transfer,Out of State,SCH10,PRG1003,In Person,28
REG000608,STU00066,SEC00060,2024FA,SCH10,PRG1003,1003-200,02,2024-08-09,Registered,3.0,Pass Fail,Transfer,Out of State,SCH10,PRG1003,In Person,24
REG000609,STU00066,SEC00276,2025FA,SCH10,PRG1003,1003-200,02,2025-08-12,Registered,3.0,Audit,Transfer,Out of State,SCH10,PRG1003,In Person,25
REG000610,STU00066,SEC00275,2025FA,SCH10,PRG1003,1003-150,01,2025-07-23,Registered,3.0,Pass Fail,Transfer,Out of State,SCH10,PRG1003,Hybrid,34
REG000611,STU00066,SEC00204,2025SU,SCH10,PRG1003,1003-200,02,2025-04-26,Registered,3.0,Letter,Transfer,Out of State,SCH10,PRG1003,Online,31
REG000612,STU00066,SEC00203,2025SU,SCH10,PRG1003,1003-150,01,2025-04-23,Registered,3.0,Letter,Transfer,Out of State,SCH10,PRG1003,Hybrid,40
REG000613,STU00066,SEC00132,2025WI,SCH10,PRG1003,1003-200,02,2024-12-30,Registered,3.0,Letter,Transfer,Out of State,SCH10,PRG1003,Hybrid,37
REG000614,STU00066,SEC00131,2025WI,SCH10,PRG1003,1003-150,01,2024-12-23,Registered,3.0,Audit,Transfer,Out of State,SCH10,PRG1003,In Person,36
REG000615,STU00066,SEC00420,2026SU,SCH10,PRG1003,1003-200,02,2026-04-18,Registered,3.0,Audit,Transfer,Out of State,SCH10,PRG1003,In Person,29
REG000616,STU00066,SEC00419,2026SU,SCH10,PRG1003,1003-150,01,2026-04-28,Registered,3.0,Letter,Transfer,Out of State,SCH10,PRG1003,In Person,30
REG000617,STU00067,SEC00061,2024FA,SCH11,PRG1101,1101-150,01,2024-08-09,Registered,3.0,Audit,Transfer,Out of State,SCH11,PRG1101,In Person,27
REG000618,STU00067,SEC00062,2024FA,SCH11,PRG1101,1101-200,02,2024-08-06,Registered,3.0,Letter,Transfer,Out of State,SCH11,PRG1101,In Person,29
REG000619,STU00067,SEC00278,2025FA,SCH11,PRG1101,1101-200,02,2025-08-09,Registered,3.0,Pass Fail,Transfer,Out of State,SCH11,PRG1101,Hybrid,24
REG000620,STU00067,SEC00277,2025FA,SCH11,PRG1101,1101-150,01,2025-07-30,Registered,3.0,Letter,Transfer,Out of State,SCH11,PRG1101,Online,29
REG000621,STU00067,SEC00205,2025SU,SCH11,PRG1101,1101-150,01,2025-04-13,Registered,3.0,Audit,Transfer,Out of State,SCH11,PRG1101,Hybrid,27
REG000622,STU00067,SEC00206,2025SU,SCH11,PRG1101,1101-200,02,2025-04-23,Registered,3.0,Audit,Transfer,Out of State,SCH11,PRG1101,In Person,37
REG000623,STU00067,SEC00133,2025WI,SCH11,PRG1101,1101-150,01,2024-12-18,Registered,3.0,Letter,Transfer,Out of State,SCH11,PRG1101,Online,31
REG000624,STU00067,SEC00134,2025WI,SCH11,PRG1101,1101-200,02,2025-01-05,Registered,3.0,Audit,Transfer,Out of State,SCH11,PRG1101,Hybrid,41
REG000625,STU00067,SEC00422,2026SU,SCH11,PRG1101,1101-200,02,2026-04-14,Registered,3.0,Audit,Transfer,Out of State,SCH11,PRG1101,In Person,33
REG000626,STU00067,SEC00421,2026SU,SCH11,PRG1101,1101-150,01,2026-04-11,Registered,3.0,Pass Fail,Transfer,Out of State,SCH11,PRG1101,In Person,27
REG000627,STU00067,SEC00349,2026WI,SCH11,PRG1101,1101-150,01,2025-12-31,Registered,3.0,Letter,Transfer,Out of State,SCH11,PRG1101,Online,34
REG000628,STU00067,SEC00350,2026WI,SCH11,PRG1101,1101-200,02,2025-12-30,Registered,3.0,Audit,Transfer,Out of State,SCH11,PRG1101,Online,25
REG000629,STU00068,SEC00064,2024FA,SCH11,PRG1102,1102-200,02,2024-07-24,Registered,3.0,Letter,Graduate,In State,SCH11,PRG1102,Hybrid,38
REG000630,STU00068,SEC00063,2024FA,SCH11,PRG1102,1102-150,01,2024-07-27,Registered,3.0,Audit,Graduate,In State,SCH11,PRG1102,Hybrid,42
REG000631,STU00068,SEC00279,2025FA,SCH11,PRG1102,1102-150,01,2025-08-03,Registered,3.0,Pass Fail,Graduate,In State,SCH11,PRG1102,Hybrid,29
REG000632,STU00068,SEC00280,2025FA,SCH11,PRG1102,1102-200,02,2025-08-01,Withdrawn,3.0,Pass Fail,Graduate,In State,SCH11,PRG1102,Hybrid,39
REG000633,STU00068,SEC00351,2026WI,SCH11,PRG1102,1102-150,01,2025-12-24,Registered,3.0,Pass Fail,Graduate,In State,SCH11,PRG1102,Online,32
REG000634,STU00068,SEC00352,2026WI,SCH11,PRG1102,1102-200,02,2025-12-11,Registered,3.0,Pass Fail,Graduate,In State,SCH11,PRG1102,Online,41
REG000635,STU00069,SEC00065,2024FA,SCH11,PRG1103,1103-150,01,2024-08-13,Registered,3.0,Letter,Graduate,Out of State,SCH11,PRG1103,Hybrid,24
REG000636,STU00069,SEC00066,2024FA,SCH11,PRG1103,1103-200,02,2024-07-22,Registered,3.0,Pass Fail,Graduate,Out of State,SCH11,PRG1103,Online,27
REG000637,STU00069,SEC00209,2025SU,SCH11,PRG1103,1103-150,01,2025-04-13,Withdrawn,3.0,Audit,Graduate,Out of State,SCH11,PRG1103,Online,36
REG000638,STU00069,SEC00210,2025SU,SCH11,PRG1103,1103-200,02,2025-04-14,Dropped,0.0,Letter,Graduate,Out of State,SCH11,PRG1103,Hybrid,29
REG000639,STU00069,SEC00137,2025WI,SCH11,PRG1103,1103-150,01,2024-12-19,Registered,3.0,Pass Fail,Graduate,Out of State,SCH11,PRG1103,In Person,37
REG000640,STU00069,SEC00138,2025WI,SCH11,PRG1103,1103-200,02,2024-12-25,Registered,3.0,Audit,Graduate,Out of State,SCH11,PRG1103,Online,24
REG000641,STU00069,SEC00354,2026WI,SCH11,PRG1103,1103-200,02,2025-12-27,Dropped,0.0,Audit,Graduate,Out of State,SCH11,PRG1103,In Person,38
REG000642,STU00069,SEC00353,2026WI,SCH11,PRG1103,1103-150,01,2025-12-16,Registered,3.0,Letter,Graduate,Out of State,SCH11,PRG1103,Hybrid,33
REG000643,STU00070,SEC00068,2024FA,SCH12,PRG1201,1201-200,02,2024-07-29,Registered,3.0,Letter,First Time,In State,SCH12,PRG1201,Hybrid,24
REG000644,STU00070,SEC00067,2024FA,SCH12,PRG1201,1201-150,01,2024-08-02,Registered,3.0,Letter,First Time,In State,SCH12,PRG1201,In Person,32
REG000645,STU00070,SEC00283,2025FA,SCH12,PRG1201,1201-150,01,2025-07-21,Registered,3.0,Pass Fail,First Time,In State,SCH12,PRG1201,Online,40
REG000646,STU00070,SEC00284,2025FA,SCH12,PRG1201,1201-200,02,2025-07-27,Withdrawn,3.0,Audit,First Time,In State,SCH12,PRG1201,Online,29
REG000647,STU00070,SEC00212,2025SU,SCH12,PRG1201,1201-200,02,2025-04-23,Registered,3.0,Letter,First Time,In State,SCH12,PRG1201,In Person,30
REG000648,STU00070,SEC00211,2025SU,SCH12,PRG1201,1201-150,01,2025-04-29,Registered,3.0,Pass Fail,First Time,In State,SCH12,PRG1201,Hybrid,36
REG000649,STU00070,SEC00140,2025WI,SCH12,PRG1201,1201-200,02,2025-01-04,Registered,3.0,Audit,First Time,In State,SCH12,PRG1201,Online,37
REG000650,STU00070,SEC00139,2025WI,SCH12,PRG1201,1201-150,01,2024-12-16,Registered,3.0,Audit,First Time,In State,SCH12,PRG1201,Hybrid,42
REG000651,STU00070,SEC00427,2026SU,SCH12,PRG1201,1201-150,01,2026-04-12,Registered,3.0,Pass Fail,First Time,In State,SCH12,PRG1201,Hybrid,24
REG000652,STU00070,SEC00428,2026SU,SCH12,PRG1201,1201-200,02,2026-04-12,Registered,3.0,Pass Fail,First Time,In State,SCH12,PRG1201,In Person,36
REG000653,STU00070,SEC00355,2026WI,SCH12,PRG1201,1201-150,01,2026-01-01,Registered,3.0,Letter,First Time,In State,SCH12,PRG1201,Online,25
REG000654,STU00070,SEC00356,2026WI,SCH12,PRG1201,1201-200,02,2025-12-24,Registered,3.0,Pass Fail,First Time,In State,SCH12,PRG1201,Hybrid,30
REG000655,STU00071,SEC00069,2024FA,SCH12,PRG1202,1202-150,01,2024-08-05,Registered,3.0,Letter,First Time,In State,SCH12,PRG1202,In Person,30
REG000656,STU00071,SEC00070,2024FA,SCH12,PRG1202,1202-200,02,2024-08-13,Registered,3.0,Letter,First Time,In State,SCH12,PRG1202,Online,24
REG000657,STU00071,SEC00214,2025SU,SCH12,PRG1202,1202-200,02,2025-04-23,Registered,3.0,Pass Fail,First Time,In State,SCH12,PRG1202,In Person,32
REG000658,STU00071,SEC00213,2025SU,SCH12,PRG1202,1202-150,01,2025-04-15,Withdrawn,3.0,Pass Fail,First Time,In State,SCH12,PRG1202,Hybrid,34
REG000659,STU00071,SEC00141,2025WI,SCH12,PRG1202,1202-150,01,2025-01-04,Registered,3.0,Pass Fail,First Time,In State,SCH12,PRG1202,In Person,25
REG000660,STU00071,SEC00142,2025WI,SCH12,PRG1202,1202-200,02,2024-12-14,Dropped,0.0,Audit,First Time,In State,SCH12,PRG1202,Online,41
REG000661,STU00071,SEC00357,2026WI,SCH12,PRG1202,1202-150,01,2025-12-10,Registered,3.0,Pass Fail,First Time,In State,SCH12,PRG1202,In Person,38
REG000662,STU00071,SEC00358,2026WI,SCH12,PRG1202,1202-200,02,2025-12-13,Registered,3.0,Pass Fail,First Time,In State,SCH12,PRG1202,Hybrid,33
REG000663,STU00072,SEC00072,2024FA,SCH12,PRG1203,1203-200,02,2024-08-02,Withdrawn,3.0,Letter,First Time,Out of State,SCH12,PRG1203,Hybrid,42
REG000664,STU00072,SEC00071,2024FA,SCH12,PRG1203,1203-150,01,2024-08-11,Registered,3.0,Letter,First Time,Out of State,SCH12,PRG1203,In Person,26
REG000665,STU00072,SEC00287,2025FA,SCH12,PRG1203,1203-150,01,2025-08-06,Registered,3.0,Audit,First Time,Out of State,SCH12,PRG1203,In Person,30
REG000666,STU00072,SEC00288,2025FA,SCH12,PRG1203,1203-200,02,2025-07-27,Registered,3.0,Letter,First Time,Out of State,SCH12,PRG1203,In Person,24
REG000667,STU00072,SEC00143,2025WI,SCH12,PRG1203,1203-150,01,2025-01-01,Registered,3.0,Audit,First Time,Out of State,SCH12,PRG1203,In Person,36
REG000668,STU00072,SEC00144,2025WI,SCH12,PRG1203,1203-200,02,2024-12-26,Registered,3.0,Letter,First Time,Out of State,SCH12,PRG1203,Online,28
REG000669,STU00072,SEC00359,2026WI,SCH12,PRG1203,1203-150,01,2025-12-24,Registered,3.0,Letter,First Time,Out of State,SCH12,PRG1203,Hybrid,41
REG000670,STU00072,SEC00360,2026WI,SCH12,PRG1203,1203-200,02,2025-12-29,Registered,3.0,Letter,First Time,Out of State,SCH12,PRG1203,Hybrid,28
REG000671,STU00073,SEC00002,2024FA,SCH01,PRG0101,0101-200,02,2024-08-06,Registered,3.0,Pass Fail,Transfer,In State,SCH01,PRG0101,Online,28
REG000672,STU00073,SEC00001,2024FA,SCH01,PRG0101,0101-150,01,2024-08-04,Registered,3.0,Audit,Transfer,In State,SCH01,PRG0101,Online,29
REG000673,STU00073,SEC00218,2025FA,SCH01,PRG0101,0101-200,02,2025-07-26,Registered,3.0,Audit,Transfer,In State,SCH01,PRG0101,Online,36
REG000674,STU00073,SEC00217,2025FA,SCH01,PRG0101,0101-150,01,2025-08-10,Dropped,0.0,Letter,Transfer,In State,SCH01,PRG0101,In Person,41
REG000675,STU00073,SEC00073,2025WI,SCH01,PRG0101,0101-150,01,2024-12-30,Withdrawn,3.0,Audit,Transfer,In State,SCH01,PRG0101,Online,30
REG000676,STU00073,SEC00074,2025WI,SCH01,PRG0101,0101-200,02,2024-12-27,Registered,3.0,Pass Fail,Transfer,In State,SCH01,PRG0101,In Person,32
REG000677,STU00073,SEC00361,2026SU,SCH01,PRG0101,0101-150,01,2026-04-26,Registered,3.0,Pass Fail,Transfer,In State,SCH01,PRG0101,In Person,29
REG000678,STU00073,SEC00362,2026SU,SCH01,PRG0101,0101-200,02,2026-04-12,Registered,3.0,Pass Fail,Transfer,In State,SCH01,PRG0101,Online,26
REG000679,STU00073,SEC00290,2026WI,SCH01,PRG0101,0101-200,02,2025-12-24,Registered,3.0,Letter,Transfer,In State,SCH01,PRG0101,In Person,31
REG000680,STU00073,SEC00289,2026WI,SCH01,PRG0101,0101-150,01,2026-01-04,Registered,3.0,Pass Fail,Transfer,In State,SCH01,PRG0101,Online,33
REG000681,STU00074,SEC00004,2024FA,SCH01,PRG0102,0102-200,02,2024-08-18,Registered,3.0,Audit,Graduate,International,SCH01,PRG0102,Hybrid,38
REG000682,STU00074,SEC00003,2024FA,SCH01,PRG0102,0102-150,01,2024-07-26,Registered,3.0,Pass Fail,Graduate,International,SCH01,PRG0102,Hybrid,42
REG000683,STU00074,SEC00220,2025FA,SCH01,PRG0102,0102-200,02,2025-08-06,Registered,3.0,Audit,Graduate,International,SCH01,PRG0102,Online,25
REG000684,STU00074,SEC00219,2025FA,SCH01,PRG0102,0102-150,01,2025-08-14,Registered,3.0,Audit,Graduate,International,SCH01,PRG0102,Online,38
REG000685,STU00074,SEC00076,2025WI,SCH01,PRG0102,0102-200,02,2025-01-01,Registered,3.0,Letter,Graduate,International,SCH01,PRG0102,Online,25
REG000686,STU00074,SEC00075,2025WI,SCH01,PRG0102,0102-150,01,2024-12-13,Registered,3.0,Pass Fail,Graduate,International,SCH01,PRG0102,Hybrid,25
REG000687,STU00074,SEC00364,2026SU,SCH01,PRG0102,0102-200,02,2026-04-13,Registered,3.0,Pass Fail,Graduate,International,SCH01,PRG0102,In Person,32
REG000688,STU00074,SEC00363,2026SU,SCH01,PRG0102,0102-150,01,2026-04-17,Registered,3.0,Audit,Graduate,International,SCH01,PRG0102,Hybrid,25
REG000689,STU00074,SEC00291,2026WI,SCH01,PRG0102,0102-150,01,2025-12-17,Withdrawn,3.0,Letter,Graduate,International,SCH01,PRG0102,In Person,31
REG000690,STU00074,SEC00292,2026WI,SCH01,PRG0102,0102-200,02,2025-12-23,Registered,3.0,Letter,Graduate,International,SCH01,PRG0102,In Person,34
REG000691,STU00075,SEC00006,2024FA,SCH01,PRG0103,0103-200,02,2024-08-12,Registered,3.0,Audit,Continuing,In State,SCH01,PRG0103,Online,35
REG000692,STU00075,SEC00005,2024FA,SCH01,PRG0103,0103-150,01,2024-08-09,Registered,3.0,Pass Fail,Continuing,In State,SCH01,PRG0103,In Person,39
REG000693,STU00075,SEC00150,2025SU,SCH01,PRG0103,0103-200,02,2025-05-04,Registered,3.0,Pass Fail,Continuing,In State,SCH01,PRG0103,Online,40
REG000694,STU00075,SEC00149,2025SU,SCH01,PRG0103,0103-150,01,2025-04-22,Registered,3.0,Pass Fail,Continuing,In State,SCH01,PRG0103,Online,25
REG000695,STU00075,SEC00365,2026SU,SCH01,PRG0103,0103-150,01,2026-04-15,Registered,3.0,Letter,Continuing,In State,SCH01,PRG0103,In Person,39
REG000696,STU00075,SEC00366,2026SU,SCH01,PRG0103,0103-200,02,2026-04-08,Withdrawn,3.0,Pass Fail,Continuing,In State,SCH01,PRG0103,Hybrid,29
REG000697,STU00076,SEC00007,2024FA,SCH02,PRG0201,0201-150,01,2024-07-31,Registered,3.0,Letter,Graduate,In State,SCH02,PRG0201,Online,26
REG000698,STU00076,SEC00008,2024FA,SCH02,PRG0201,0201-200,02,2024-08-06,Registered,3.0,Letter,Graduate,In State,SCH02,PRG0201,In Person,25
REG000699,STU00076,SEC00223,2025FA,SCH02,PRG0201,0201-150,01,2025-07-22,Withdrawn,3.0,Letter,Graduate,In State,SCH02,PRG0201,Hybrid,30
REG000700,STU00076,SEC00224,2025FA,SCH02,PRG0201,0201-200,02,2025-07-24,Registered,3.0,Pass Fail,Graduate,In State,SCH02,PRG0201,Hybrid,41
REG000701,STU00076,SEC00151,2025SU,SCH02,PRG0201,0201-150,01,2025-04-09,Registered,3.0,Pass Fail,Graduate,In State,SCH02,PRG0201,Hybrid,30
REG000702,STU00076,SEC00152,2025SU,SCH02,PRG0201,0201-200,02,2025-04-22,Registered,3.0,Audit,Graduate,In State,SCH02,PRG0201,Hybrid,27
REG000703,STU00076,SEC00079,2025WI,SCH02,PRG0201,0201-150,01,2025-01-03,Registered,3.0,Audit,Graduate,In State,SCH02,PRG0201,Online,26
REG000704,STU00076,SEC00080,2025WI,SCH02,PRG0201,0201-200,02,2024-12-29,Registered,3.0,Pass Fail,Graduate,In State,SCH02,PRG0201,Hybrid,32
REG000705,STU00076,SEC00367,2026SU,SCH02,PRG0201,0201-150,01,2026-04-30,Dropped,0.0,Letter,Graduate,In State,SCH02,PRG0201,Online,26
