application_id,student_id,term_id,school_id,program_id,application_date,application_status,admission_id,decision_date,decision_status,deposit_id,deposit_date,deposit_status,deposit_amount,is_admitted,is_deposited
APP00212,STU00045,2025FA,SCH06,PRG0602,2025-05-26,Submitted,,,,,,,,f,f
APP00213,STU00052,2026WI,SCH08,PRG0801,2025-11-07,Submitted,ADM00143,2025-12-05,Admitted,,,,,t,f
APP00214,STU00059,2026SU,SCH09,PRG0903,2026-03-10,Submitted,,,,,,,,f,f
APP00215,STU00066,2025WI,SCH11,PRG1102,2024-10-07,Cancelled,,,,,,,,f,f
APP00216,STU00073,2025SU,SCH01,PRG0101,2025-02-03,Submitted,ADM00144,2025-03-02,Admitted,,,,,t,f
APP00217,STU00080,2025FA,SCH02,PRG0203,2025-04-11,Submitted,ADM00145,2025-05-26,Admitted,DEP00078,2025-06-08,Paid,250.00,t,t
APP00218,STU00087,2026WI,SCH04,PRG0402,2025-09-28,Submitted,,,,,,,,f,f
APP00219,STU00094,2026SU,SCH06,PRG0601,2026-02-07,Submitted,,,,,,,,f,f
APP00220,STU00101,2025WI,SCH07,PRG0703,2024-09-04,Submitted,ADM00146,2024-09-27,Admitted,,,,,t,f
APP00221,STU00108,2025SU,SCH09,PRG0902,2025-03-18,Submitted,ADM00147,2025-04-16,Admitted,DEP00079,2025-04-27,Paid,250.00,t,t
APP00222,STU00115,2025FA,SCH11,PRG1101,2025-04-03,Submitted,,,,,,,,f,f
APP00223,STU00122,2026WI,SCH12,PRG1203,2025-11-01,Submitted,ADM00148,2025-11-18,Admitted,,,,,t,f
APP00224,STU00129,2026SU,SCH02,PRG0202,2026-02-27,Submitted,,,,,,,,f,f
APP00225,STU00136,2025WI,SCH04,PRG0401,2024-10-07,Cancelled,,,,,,,,f,f
APP00226,STU00143,2025SU,SCH05,PRG0503,2025-01-14,Submitted,ADM00149,2025-01-27,Admitted,DEP00080,2025-01-30,Paid,250.00,t,t
APP00227,STU00150,2025FA,SCH07,PRG0702,2025-04-19,Cancelled,,,,,,,,f,f
APP00228,STU00157,2026WI,SCH09,PRG0901,2025-10-21,Submitted,ADM00150,2025-11-14,Admitted,,,,,t,f
APP00229,STU00164,2026SU,SCH10,PRG1003,2026-01-08,Submitted,ADM00151,2026-01-25,Admitted,DEP00081,2026-02-08,Paid,250.00,t,t
APP00230,STU00171,2025WI,SCH12,PRG1202,2024-10-12,Submitted,ADM00152,2024-11-01,Admitted,DEP00082,2024-11-14,Paid,250.00,t,t
APP00231,STU00178,2025SU,SCH02,PRG0201,2025-02-24,Submitted,ADM00153,2025-03-06,Admitted,DEP00083,2025-03-16,Paid,250.00,t,t
APP00232,STU00185,2025FA,SCH03,PRG0303,2025-06-13,Submitted,ADM00154,2025-07-17,Admitted,,,,,t,f
APP00233,STU00192,2026WI,SCH05,PRG0502,2025-09-24,Submitted,ADM00155,2025-10-17,Admitted,,,,,t,f
APP00234,STU00199,2026SU,SCH07,PRG0701,2026-03-08,Submitted,,,,,,,,f,f
APP00235,STU00206,2025WI,SCH08,PRG0803,2024-10-12,Submitted,ADM00156,2024-11-03,Admitted,DEP00084,2024-11-12,Paid,250.00,t,t
APP00236,STU00213,2025SU,SCH10,PRG1002,2025-03-11,Submitted,ADM00157,2025-04-14,Admitted,,,,,t,f
APP00237,STU00220,2025FA,SCH12,PRG1201,2025-06-03,Submitted,ADM00158,2025-07-09,Admitted,DEP00085,2025-07-31,Paid,250.00,t,t
APP00238,STU00227,2026WI,SCH01,PRG0103,2025-11-15,Submitted,ADM00159,2025-12-25,Admitted,DEP00086,2025-12-28,Paid,250.00,t,t
APP00239,STU00234,2026SU,SCH03,PRG0302,2026-01-03,Submitted,,,,,,,,f,f
APP00240,STU00001,2025WI,SCH05,PRG0501,2024-10-18,Submitted,ADM00160,2024-11-10,Admitted,,,,,t,f
APP00241,STU00008,2025SU,SCH06,PRG0603,2025-01-01,Submitted,ADM00161,2025-01-24,Admitted,,,,,t,f
APP00242,STU00015,2025FA,SCH08,PRG0802,2025-05-12,Submitted,ADM00162,2025-06-10,Admitted,DEP00087,2025-06-13,Paid,250.00,t,t
APP00243,STU00022,2026WI,SCH10,PRG1001,2025-10-05,Submitted,ADM00163,2025-11-04,Admitted,DEP00088,2025-11-24,Paid,250.00,t,t
APP00244,STU00029,2026SU,SCH11,PRG1103,2026-02-26,Submitted,ADM00164,2026-04-03,Admitted,,,,,t,f
APP00245,STU00036,2025WI,SCH01,PRG0102,2024-08-24,Submitted,ADM00165,2024-09-18,Admitted,,,,,t,f
APP00246,STU00043,2025SU,SCH03,PRG0301,2025-02-17,Submitted,ADM00166,2025-03-05,Admitted,,,,,t,f
APP00247,STU00050,2025FA,SCH04,PRG0403,2025-07-05,Submitted,,,,,,,,f,f
APP00248,STU00057,2026WI,SCH06,PRG0602,2025-11-10,Submitted,ADM00167,2025-12-22,Admitted,,,,,t,f
APP00249,STU00064,2026SU,SCH08,PRG0801,2026-03-23,Submitted,ADM00168,2026-04-19,Admitted,DEP00089,2026-04-25,Paid,250.00,t,t
APP00250,STU00071,2025WI,SCH09,PRG0903,2024-09-30,Submitted,,,,,,,,f,f
APP00251,STU00078,2025SU,SCH11,PRG1102,2025-01-22,Cancelled,,,,,,,,f,f
APP00252,STU00085,2025FA,SCH01,PRG0101,2025-05-04,Cancelled,,,,,,,,f,f
APP00253,STU00092,2026WI,SCH02,PRG0203,2025-09-12,Submitted,ADM00169,2025-10-05,Admitted,,,,,t,f
APP00254,STU00099,2026SU,SCH04,PRG0402,2026-01-04,Submitted,,,,,,,,f,f
APP00255,STU00106,2025WI,SCH06,PRG0601,2024-10-27,Submitted,,,,,,,,f,f
APP00256,STU00113,2025SU,SCH07,PRG0703,2025-01-30,Cancelled,,,,,,,,f,f
APP00257,STU00120,2025FA,SCH09,PRG0902,2025-05-03,Submitted,ADM00170,2025-06-02,Admitted,DEP00090,2025-06-12,Paid,250.00,t,t
APP00258,STU00127,2026WI,SCH11,PRG1101,2025-11-04,Submitted,,,,,,,,f,f
APP00259,STU00134,2026SU,SCH12,PRG1203,2025-12-19,Submitted,ADM00171,2026-01-01,Admitted,,,,,t,f
APP00260,STU00141,2025WI,SCH02,PRG0202,2024-10-03,Submitted,ADM00172,2024-10-27,Admitted,DEP00091,2024-11-06,Paid,250.00,t,t
APP00261,STU00148,2025SU,SCH04,PRG0401,2025-01-13,Submitted,ADM00173,2025-02-26,Admitted,,,,,t,f
APP00262,STU00155,2025FA,SCH05,PRG0503,2025-07-05,Submitted,ADM00174,2025-08-07,Admitted,DEP00092,2025-08-28,Paid,250.00,t,t
APP00263,STU00162,2026WI,SCH07,PRG0702,2025-08-28,Cancelled,,,,,,,,f,f
APP00264,STU00169,2026SU,SCH09,PRG0901,2026-01-03,Submitted,ADM00175,2026-02-14,Admitted,DEP00093,2026-02-27,Paid,250.00,t,t
APP00265,STU00176,2025WI,SCH10,PRG1003,2024-08-29,Submitted,ADM00176,2024-10-04,Admitted,,,,,t,f
APP00266,STU00183,2025SU,SCH12,PRG1202,2025-03-18,Submitted,ADM00177,2025-04-13,Admitted,DEP00094,2025-04-22,Paid,250.00,t,t
APP00267,STU00190,2025FA,SCH02,PRG0201,2025-04-22,Submitted,,,,,,,,f,f
APP00268,STU00197,2026WI,SCH03,PRG0303,2025-11-08,Submitted,ADM00178,2025-12-02,Admitted,DEP00095,2025-12-21,Paid,250.00,t,t
APP00269,STU00204,2026SU,SCH05,PRG0502,2026-02-25,Submitted,ADM00179,2026-03-26,Admitted,DEP00096,2026-04-02,Paid,250.00,t,t
APP00270,STU00211,2025WI,SCH07,PRG0701,2024-10-08,Submitted,ADM00180,2024-11-15,Admitted,,,,,t,f
APP00271,STU00218,2025SU,SCH08,PRG0803,2024-12-31,Submitted,ADM00181,2025-02-13,Admitted,,,,,t,f
APP00272,STU00225,2025FA,SCH10,PRG1002,2025-06-23,Submitted,ADM00182,2025-08-07,Admitted,DEP00097,2025-08-28,Paid,250.00,t,t
APP00273,STU00232,2026WI,SCH12,PRG1201,2025-10-10,Submitted,ADM00183,2025-10-27,Admitted,DEP00098,2025-11-13,Paid,250.00,t,t
APP00274,STU00239,2026SU,SCH01,PRG0103,2026-03-21,Submitted,,,,,,,,f,f
APP00275,STU00006,2025WI,SCH03,PRG0302,2024-09-21,Submitted,ADM00184,2024-10-30,Admitted,,,,,t,f
APP00276,STU00013,2025SU,SCH05,PRG0501,2025-03-14,Submitted,ADM00185,2025-04-06,Admitted,DEP00099,2025-04-28,Paid,250.00,t,t
APP00277,STU00020,2025FA,SCH06,PRG0603,2025-06-13,Submitted,,,,,,,,f,f
APP00278,STU00027,2026WI,SCH08,PRG0802,2025-11-13,Submitted,ADM00186,2025-12-05,Admitted,DEP00100,2025-12-12,Paid,250.00,t,t
APP00279,STU00034,2026SU,SCH10,PRG1001,2025-12-23,Submitted,,,,,,,,f,f
APP00280,STU00041,2025WI,SCH11,PRG1103,2024-10-05,Submitted,ADM00187,2024-10-17,Admitted,DEP00101,2024-11-02,Paid,250.00,t,t
APP00281,STU00048,2025SU,SCH01,PRG0102,2024-12-22,Submitted,,,,,,,,f,f
APP00282,STU00055,2025FA,SCH03,PRG0301,2025-07-01,Submitted,ADM00188,2025-08-15,Admitted,DEP00102,2025-09-02,Paid,250.00,t,t
APP00283,STU00062,2026WI,SCH04,PRG0403,2025-08-18,Submitted,ADM00189,2025-09-22,Admitted,,,,,t,f
APP00284,STU00069,2026SU,SCH06,PRG0602,2026-01-14,Submitted,,,,,,,,f,f
APP00285,STU00076,2025WI,SCH08,PRG0801,2024-10-26,Cancelled,,,,,,,,f,f
APP00286,STU00083,2025SU,SCH09,PRG0903,2025-03-24,Submitted,,,,,,,,f,f
APP00287,STU00090,2025FA,SCH11,PRG1102,2025-05-06,Submitted,ADM00190,2025-05-26,Admitted,,,,,t,f
APP00288,STU00097,2026WI,SCH01,PRG0101,2025-08-29,Submitted,,,,,,,,f,f
APP00289,STU00104,2026SU,SCH02,PRG0203,2026-02-10,Submitted,ADM00191,2026-02-25,Admitted,,,,,t,f
APP00290,STU00111,2025WI,SCH04,PRG0402,2024-11-25,Submitted,ADM00192,2024-12-07,Admitted,,,,,t,f
APP00291,STU00118,2025SU,SCH06,PRG0601,2025-03-30,Submitted,ADM00193,2025-05-14,Admitted,,,,,t,f
APP00292,STU00125,2025FA,SCH07,PRG0703,2025-06-13,Submitted,ADM00194,2025-06-25,Admitted,DEP00103,2025-07-04,Paid,250.00,t,t
APP00293,STU00132,2026WI,SCH09,PRG0902,2025-09-15,Submitted,ADM00195,2025-10-03,Admitted,,,,,t,f
APP00294,STU00139,2026SU,SCH11,PRG1101,2026-01-12,Submitted,ADM00196,2026-02-19,Admitted,DEP00104,2026-02-24,Paid,250.00,t,t
APP00295,STU00146,2025WI,SCH12,PRG1203,2024-09-14,Submitted,ADM00197,2024-10-07,Admitted,DEP00105,2024-10-21,Paid,250.00,t,t
APP00296,STU00153,2025SU,SCH02,PRG0202,2025-02-06,Submitted,ADM00198,2025-03-01,Admitted,DEP00106,2025-03-22,Paid,250.00,t,t
APP00297,STU00160,2025FA,SCH04,PRG0401,2025-05-01,Submitted,,,,,,,,f,f
APP00298,STU00167,2026WI,SCH05,PRG0503,2025-11-23,Submitted,ADM00199,2026-01-04,Admitted,DEP00107,2026-01-28,Paid,250.00,t,t
APP00299,STU00174,2026SU,SCH07,PRG0702,2026-01-07,Submitted,ADM00200,2026-01-21,Admitted,DEP00108,2026-02-12,Paid,250.00,t,t
APP00300,STU00181,2025WI,SCH09,PRG0901,2024-11-07,Submitted,ADM00201,2024-12-17,Admitted,DEP00109,2025-01-03,Paid,250.00,t,t
