enrollment_id,student_id,term_id,school_id,program_id,census_enrolled_flag,ipeds_enrolled_flag,total_credit_hours,enrollment_status
ENR000339,STU00073,2026SU,SCH01,PRG0101,true,true,6.0,Enrolled
ENR000340,STU00073,2026WI,SCH01,PRG0101,true,true,6.0,Enrolled
ENR000341,STU00074,2024FA,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000342,STU00074,2025FA,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000343,STU00074,2025WI,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000344,STU00074,2026SU,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000345,STU00074,2026WI,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000346,STU00075,2024FA,SCH01,PRG0103,true,true,6.0,Enrolled
ENR000347,STU00075,2025SU,SCH01,PRG0103,true,true,6.0,Enrolled
ENR000348,STU00075,2026SU,SCH01,PRG0103,true,true,6.0,Enrolled
ENR000349,STU00076,2024FA,SCH02,PRG0201,true,true,6.0,Enrolled
ENR000350,STU00076,2025FA,SCH02,PRG0201,true,true,6.0,Enrolled
ENR000351,STU00076,2025SU,SCH02,PRG0201,true,true,6.0,Enrolled
ENR000352,STU00076,2025WI,SCH02,PRG0201,true,true,6.0,Enrolled
ENR000353,STU00076,2026SU,SCH02,PRG0201,true,true,3.0,Enrolled
ENR000354,STU00076,2026WI,SCH02,PRG0201,true,true,6.0,Enrolled
ENR000355,STU00077,2025FA,SCH02,PRG0202,true,true,6.0,Enrolled
ENR000356,STU00077,2025SU,SCH02,PRG0202,true,true,6.0,Enrolled
ENR000357,STU00077,2025WI,SCH02,PRG0202,true,true,6.0,Enrolled
ENR000358,STU00077,2026SU,SCH02,PRG0202,true,true,6.0,Enrolled
ENR000359,STU00077,2026WI,SCH02,PRG0202,true,true,6.0,Enrolled
ENR000360,STU00078,2024FA,SCH02,PRG0203,true,true,6.0,Enrolled
ENR000361,STU00078,2025SU,SCH02,PRG0203,true,true,6.0,Enrolled
ENR000362,STU00078,2025WI,SCH02,PRG0203,true,true,6.0,Enrolled
ENR000363,STU00079,2025FA,SCH03,PRG0301,true,true,3.0,Enrolled
ENR000364,STU00079,2025SU,SCH03,PRG0301,true,true,6.0,Enrolled
ENR000365,STU00079,2026SU,SCH03,PRG0301,true,true,6.0,Enrolled
ENR000366,STU00079,2026WI,SCH03,PRG0301,true,true,6.0,Enrolled
ENR000367,STU00080,2024FA,SCH03,PRG0302,true,true,6.0,Enrolled
ENR000368,STU00080,2025FA,SCH03,PRG0302,true,true,6.0,Enrolled
ENR000369,STU00080,2025WI,SCH03,PRG0302,true,true,6.0,Enrolled
ENR000370,STU00080,2026SU,SCH03,PRG0302,true,true,6.0,Enrolled
ENR000371,STU00080,2026WI,SCH03,PRG0302,true,true,6.0,Enrolled
ENR000372,STU00081,2024FA,SCH03,PRG0303,true,true,6.0,Enrolled
ENR000373,STU00081,2025FA,SCH03,PRG0303,true,true,6.0,Enrolled
ENR000374,STU00081,2025SU,SCH03,PRG0303,true,true,6.0,Enrolled
ENR000375,STU00081,2025WI,SCH03,PRG0303,true,true,6.0,Enrolled
ENR000376,STU00081,2026SU,SCH03,PRG0303,true,true,6.0,Enrolled
ENR000377,STU00082,2024FA,SCH04,PRG0401,true,true,6.0,Enrolled
ENR000378,STU00082,2025WI,SCH04,PRG0401,true,true,6.0,Enrolled
ENR000379,STU00082,2026SU,SCH04,PRG0401,true,true,3.0,Enrolled
ENR000380,STU00082,2026WI,SCH04,PRG0401,true,true,3.0,Enrolled
ENR000381,STU00083,2024FA,SCH04,PRG0402,true,true,6.0,Enrolled
ENR000382,STU00083,2025FA,SCH04,PRG0402,true,true,6.0,Enrolled
ENR000383,STU00083,2025SU,SCH04,PRG0402,true,true,3.0,Enrolled
ENR000384,STU00083,2026SU,SCH04,PRG0402,true,true,6.0,Enrolled
ENR000385,STU00083,2026WI,SCH04,PRG0402,true,true,6.0,Enrolled
ENR000386,STU00084,2025SU,SCH04,PRG0403,true,true,6.0,Enrolled
ENR000387,STU00084,2025WI,SCH04,PRG0403,true,true,6.0,Enrolled
ENR000388,STU00084,2026SU,SCH04,PRG0403,true,true,6.0,Enrolled
ENR000389,STU00085,2025SU,SCH05,PRG0501,true,true,6.0,Enrolled
ENR000390,STU00085,2025WI,SCH05,PRG0501,true,true,3.0,Enrolled
ENR000391,STU00085,2026SU,SCH05,PRG0501,true,true,6.0,Enrolled
ENR000392,STU00085,2026WI,SCH05,PRG0501,true,true,6.0,Enrolled
ENR000393,STU00086,2024FA,SCH05,PRG0502,true,true,6.0,Enrolled
ENR000394,STU00086,2025FA,SCH05,PRG0502,true,true,6.0,Enrolled
ENR000395,STU00086,2025SU,SCH05,PRG0502,true,true,6.0,Enrolled
ENR000396,STU00086,2025WI,SCH05,PRG0502,true,true,6.0,Enrolled
ENR000397,STU00086,2026SU,SCH05,PRG0502,true,true,6.0,Enrolled
ENR000398,STU00086,2026WI,SCH05,PRG0502,true,true,6.0,Enrolled
ENR000399,STU00087,2024FA,SCH05,PRG0503,true,true,6.0,Enrolled
ENR000400,STU00087,2025FA,SCH05,PRG0503,true,true,6.0,Enrolled
ENR000401,STU00087,2025WI,SCH05,PRG0503,true,true,6.0,Enrolled
ENR000402,STU00087,2026SU,SCH05,PRG0503,true,true,6.0,Enrolled
ENR000403,STU00087,2026WI,SCH05,PRG0503,true,true,6.0,Enrolled
ENR000404,STU00088,2024FA,SCH06,PRG0601,true,true,6.0,Enrolled
ENR000405,STU00088,2025FA,SCH06,PRG0601,true,true,6.0,Enrolled
ENR000406,STU00088,2025WI,SCH06,PRG0601,true,true,6.0,Enrolled
ENR000407,STU00089,2024FA,SCH06,PRG0602,true,true,6.0,Enrolled
ENR000408,STU00089,2025FA,SCH06,PRG0602,true,true,6.0,Enrolled
ENR000409,STU00089,2025WI,SCH06,PRG0602,true,true,6.0,Enrolled
ENR000410,STU00089,2026SU,SCH06,PRG0602,true,true,3.0,Enrolled
ENR000411,STU00089,2026WI,SCH06,PRG0602,true,true,6.0,Enrolled
ENR000412,STU00090,2024FA,SCH06,PRG0603,true,true,6.0,Enrolled
ENR000413,STU00090,2025SU,SCH06,PRG0603,true,true,6.0,Enrolled
ENR000414,STU00090,2025WI,SCH06,PRG0603,true,true,6.0,Enrolled
ENR000415,STU00090,2026SU,SCH06,PRG0603,true,true,3.0,Enrolled
ENR000416,STU00090,2026WI,SCH06,PRG0603,true,true,6.0,Enrolled
ENR000417,STU00091,2024FA,SCH07,PRG0701,true,true,6.0,Enrolled
ENR000418,STU00091,2025SU,SCH07,PRG0701,true,true,6.0,Enrolled
ENR000419,STU00091,2025WI,SCH07,PRG0701,true,true,6.0,Enrolled
ENR000420,STU00091,2026SU,SCH07,PRG0701,true,true,6.0,Enrolled
ENR000421,STU00091,2026WI,SCH07,PRG0701,true,true,6.0,Enrolled
ENR000422,STU00092,2025FA,SCH07,PRG0702,true,true,6.0,Enrolled
ENR000423,STU00092,2025WI,SCH07,PRG0702,true,true,6.0,Enrolled
ENR000424,STU00092,2026WI,SCH07,PRG0702,true,true,6.0,Enrolled
ENR000425,STU00093,2025SU,SCH07,PRG0703,true,true,6.0,Enrolled
ENR000426,STU00093,2025WI,SCH07,PRG0703,true,true,6.0,Enrolled
ENR000427,STU00093,2026SU,SCH07,PRG0703,true,true,6.0,Enrolled
ENR000428,STU00094,2025FA,SCH08,PRG0801,true,true,6.0,Enrolled
ENR000429,STU00094,2025SU,SCH08,PRG0801,true,true,6.0,Enrolled
ENR000430,STU00094,2026SU,SCH08,PRG0801,true,true,6.0,Enrolled
ENR000431,STU00094,2026WI,SCH08,PRG0801,true,true,6.0,Enrolled
ENR000432,STU00095,2024FA,SCH08,PRG0802,true,true,6.0,Enrolled
ENR000433,STU00095,2025FA,SCH08,PRG0802,true,true,6.0,Enrolled
ENR000434,STU00095,2025SU,SCH08,PRG0802,true,true,6.0,Enrolled
ENR000435,STU00095,2025WI,SCH08,PRG0802,true,true,6.0,Enrolled
ENR000436,STU00095,2026SU,SCH08,PRG0802,true,true,6.0,Enrolled
ENR000437,STU00095,2026WI,SCH08,PRG0802,true,true,6.0,Enrolled
ENR000438,STU00096,2024FA,SCH08,PRG0803,true,true,6.0,Enrolled
ENR000439,STU00096,2025FA,SCH08,PRG0803,true,true,6.0,Enrolled
ENR000440,STU00096,2025SU,SCH08,PRG0803,true,true,6.0,Enrolled
ENR000441,STU00096,2025WI,SCH08,PRG0803,true,true,6.0,Enrolled
ENR000442,STU00096,2026WI,SCH08,PRG0803,true,true,6.0,Enrolled
ENR000443,STU00097,2024FA,SCH09,PRG0901,true,true,6.0,Enrolled
ENR000444,STU00097,2026SU,SCH09,PRG0901,true,true,6.0,Enrolled
ENR000445,STU00097,2026WI,SCH09,PRG0901,true,true,6.0,Enrolled
ENR000446,STU00098,2025FA,SCH09,PRG0902,true,true,6.0,Enrolled
ENR000447,STU00098,2025SU,SCH09,PRG0902,true,true,6.0,Enrolled
ENR000448,STU00098,2025WI,SCH09,PRG0902,true,true,6.0,Enrolled
ENR000449,STU00098,2026SU,SCH09,PRG0902,true,true,6.0,Enrolled
ENR000450,STU00099,2024FA,SCH09,PRG0903,true,true,6.0,Enrolled
ENR000451,STU00099,2025FA,SCH09,PRG0903,true,true,6.0,Enrolled
ENR000452,STU00099,2025SU,SCH09,PRG0903,true,true,3.0,Enrolled
ENR000453,STU00099,2026SU,SCH09,PRG0903,true,true,6.0,Enrolled
ENR000454,STU00100,2024FA,SCH10,PRG1001,true,true,6.0,Enrolled
ENR000455,STU00100,2025FA,SCH10,PRG1001,true,true,6.0,Enrolled
ENR000456,STU00100,2025SU,SCH10,PRG1001,true,true,3.0,Enrolled
ENR000457,STU00100,2025WI,SCH10,PRG1001,true,true,6.0,Enrolled
ENR000458,STU00100,2026SU,SCH10,PRG1001,true,true,6.0,Enrolled
ENR000459,STU00100,2026WI,SCH10,PRG1001,true,true,6.0,Enrolled
ENR000460,STU00101,2024FA,SCH10,PRG1002,true,true,6.0,Enrolled
ENR000461,STU00101,2025FA,SCH10,PRG1002,true,true,6.0,Enrolled
ENR000462,STU00101,2025WI,SCH10,PRG1002,true,true,6.0,Enrolled
ENR000463,STU00101,2026SU,SCH10,PRG1002,true,true,6.0,Enrolled
ENR000464,STU00102,2025SU,SCH10,PRG1003,true,true,6.0,Enrolled
ENR000465,STU00102,2025WI,SCH10,PRG1003,true,true,6.0,Enrolled
ENR000466,STU00102,2026WI,SCH10,PRG1003,true,true,6.0,Enrolled
ENR000467,STU00103,2025FA,SCH11,PRG1101,true,true,6.0,Enrolled
ENR000468,STU00103,2025SU,SCH11,PRG1101,true,true,6.0,Enrolled
ENR000469,STU00103,2025WI,SCH11,PRG1101,true,true,6.0,Enrolled
ENR000470,STU00103,2026SU,SCH11,PRG1101,true,true,6.0,Enrolled
ENR000471,STU00103,2026WI,SCH11,PRG1101,true,true,6.0,Enrolled
ENR000472,STU00104,2024FA,SCH11,PRG1102,true,true,6.0,Enrolled
ENR000473,STU00104,2025FA,SCH11,PRG1102,true,true,6.0,Enrolled
ENR000474,STU00104,2025SU,SCH11,PRG1102,true,true,6.0,Enrolled
ENR000475,STU00104,2026SU,SCH11,PRG1102,true,true,6.0,Enrolled
ENR000476,STU00104,2026WI,SCH11,PRG1102,true,true,6.0,Enrolled
ENR000477,STU00105,2024FA,SCH11,PRG1103,true,true,6.0,Enrolled
ENR000478,STU00105,2025FA,SCH11,PRG1103,true,true,6.0,Enrolled
ENR000479,STU00105,2025SU,SCH11,PRG1103,true,true,6.0,Enrolled
ENR000480,STU00105,2025WI,SCH11,PRG1103,true,true,6.0,Enrolled
ENR000481,STU00105,2026SU,SCH11,PRG1103,true,true,6.0,Enrolled
ENR000482,STU00106,2024FA,SCH12,PRG1201,true,true,3.0,Enrolled
ENR000483,STU00106,2025FA,SCH12,PRG1201,true,true,3.0,Enrolled
ENR000484,STU00106,2025SU,SCH12,PRG1201,true,true,3.0,Enrolled
ENR000485,STU00106,2025WI,SCH12,PRG1201,true,true,6.0,Enrolled
ENR000486,STU00106,2026WI,SCH12,PRG1201,true,true,6.0,Enrolled
ENR000487,STU00107,2024FA,SCH12,PRG1202,true,true,6.0,Enrolled
ENR000488,STU00107,2025FA,SCH12,PRG1202,true,true,6.0,Enrolled
ENR000489,STU00107,2025SU,SCH12,PRG1202,true,true,6.0,Enrolled
ENR000490,STU00107,2025WI,SCH12,PRG1202,true,true,6.0,Enrolled
ENR000491,STU00108,2024FA,SCH12,PRG1203,true,true,6.0,Enrolled
ENR000492,STU00108,2025FA,SCH12,PRG1203,true,true,6.0,Enrolled
ENR000493,STU00108,2025SU,SCH12,PRG1203,true,true,3.0,Enrolled
ENR000494,STU00108,2025WI,SCH12,PRG1203,true,true,6.0,Enrolled
ENR000495,STU00108,2026SU,SCH12,PRG1203,true,true,6.0,Enrolled
ENR000496,STU00108,2026WI,SCH12,PRG1203,true,true,6.0,Enrolled
ENR000497,STU00109,2024FA,SCH01,PRG0101,true,true,6.0,Enrolled
ENR000498,STU00109,2025FA,SCH01,PRG0101,true,true,3.0,Enrolled
ENR000499,STU00109,2025SU,SCH01,PRG0101,true,true,6.0,Enrolled
ENR000500,STU00109,2025WI,SCH01,PRG0101,true,true,6.0,Enrolled
ENR000501,STU00109,2026SU,SCH01,PRG0101,true,true,6.0,Enrolled
ENR000502,STU00109,2026WI,SCH01,PRG0101,true,true,6.0,Enrolled
ENR000503,STU00110,2024FA,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000504,STU00110,2025FA,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000505,STU00110,2025SU,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000506,STU00110,2025WI,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000507,STU00110,2026SU,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000508,STU00110,2026WI,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000509,STU00111,2024FA,SCH01,PRG0103,true,true,6.0,Enrolled
ENR000510,STU00111,2025FA,SCH01,PRG0103,true,true,6.0,Enrolled
ENR000511,STU00111,2025SU,SCH01,PRG0103,true,true,6.0,Enrolled
ENR000512,STU00111,2025WI,SCH01,PRG0103,true,true,6.0,Enrolled
ENR000513,STU00112,2024FA,SCH02,PRG0201,true,true,6.0,Enrolled
ENR000514,STU00112,2025SU,SCH02,PRG0201,true,true,6.0,Enrolled
ENR000515,STU00112,2025WI,SCH02,PRG0201,true,true,6.0,Enrolled
ENR000516,STU00112,2026SU,SCH02,PRG0201,true,true,6.0,Enrolled
ENR000517,STU00113,2024FA,SCH02,PRG0202,true,true,6.0,Enrolled
ENR000518,STU00113,2025FA,SCH02,PRG0202,true,true,3.0,Enrolled
ENR000519,STU00113,2025SU,SCH02,PRG0202,true,true,6.0,Enrolled
ENR000520,STU00113,2025WI,SCH02,PRG0202,true,true,6.0,Enrolled
ENR000521,STU00113,2026SU,SCH02,PRG0202,true,true,6.0,Enrolled
ENR000522,STU00113,2026WI,SCH02,PRG0202,true,true,6.0,Enrolled
ENR000523,STU00114,2024FA,SCH02,PRG0203,true,true,6.0,Enrolled
ENR000524,STU00114,2025FA,SCH02,PRG0203,true,true,6.0,Enrolled
ENR000525,STU00114,2025WI,SCH02,PRG0203,true,true,6.0,Enrolled
ENR000526,STU00114,2026SU,SCH02,PRG0203,true,true,6.0,Enrolled
ENR000527,STU00114,2026WI,SCH02,PRG0203,true,true,6.0,Enrolled
ENR000528,STU00115,2024FA,SCH03,PRG0301,true,true,6.0,Enrolled
ENR000529,STU00115,2025FA,SCH03,PRG0301,true,true,6.0,Enrolled
ENR000530,STU00115,2025WI,SCH03,PRG0301,true,true,6.0,Enrolled
ENR000531,STU00115,2026WI,SCH03,PRG0301,true,true,6.0,Enrolled
ENR000532,STU00116,2024FA,SCH03,PRG0302,true,true,6.0,Enrolled
ENR000533,STU00116,2025FA,SCH03,PRG0302,true,true,6.0,Enrolled
ENR000534,STU00116,2025SU,SCH03,PRG0302,true,true,6.0,Enrolled
ENR000535,STU00116,2026WI,SCH03,PRG0302,true,true,6.0,Enrolled
ENR000536,STU00117,2024FA,SCH03,PRG0303,true,true,6.0,Enrolled
ENR000537,STU00117,2025FA,SCH03,PRG0303,true,true,6.0,Enrolled
ENR000538,STU00117,2025SU,SCH03,PRG0303,true,true,6.0,Enrolled
ENR000539,STU00117,2025WI,SCH03,PRG0303,true,true,6.0,Enrolled
ENR000540,STU00117,2026SU,SCH03,PRG0303,true,true,6.0,Enrolled
ENR000541,STU00117,2026WI,SCH03,PRG0303,true,true,6.0,Enrolled
ENR000542,STU00118,2024FA,SCH04,PRG0401,true,true,6.0,Enrolled
ENR000543,STU00118,2025FA,SCH04,PRG0401,true,true,6.0,Enrolled
ENR000544,STU00118,2025WI,SCH04,PRG0401,true,true,6.0,Enrolled
ENR000545,STU00119,2024FA,SCH04,PRG0402,true,true,6.0,Enrolled
ENR000546,STU00119,2025FA,SCH04,PRG0402,true,true,6.0,Enrolled
ENR000547,STU00119,2025SU,SCH04,PRG0402,true,true,6.0,Enrolled
ENR000548,STU00119,2025WI,SCH04,PRG0402,true,true,6.0,Enrolled
ENR000549,STU00120,2025FA,SCH04,PRG0403,true,true,6.0,Enrolled
ENR000550,STU00120,2026SU,SCH04,PRG0403,true,true,6.0,Enrolled
ENR000551,STU00120,2026WI,SCH04,PRG0403,true,true,6.0,Enrolled
ENR000552,STU00121,2024FA,SCH05,PRG0501,true,true,3.0,Enrolled
ENR000553,STU00121,2025SU,SCH05,PRG0501,true,true,6.0,Enrolled
ENR000554,STU00121,2026SU,SCH05,PRG0501,true,true,6.0,Enrolled
ENR000555,STU00122,2024FA,SCH05,PRG0502,true,true,6.0,Enrolled
ENR000556,STU00122,2025SU,SCH05,PRG0502,true,true,6.0,Enrolled
ENR000557,STU00122,2026SU,SCH05,PRG0502,true,true,6.0,Enrolled
ENR000558,STU00123,2024FA,SCH05,PRG0503,true,true,6.0,Enrolled
ENR000559,STU00123,2025SU,SCH05,PRG0503,true,true,6.0,Enrolled
ENR000560,STU00123,2025WI,SCH05,PRG0503,true,true,6.0,Enrolled
ENR000561,STU00123,2026SU,SCH05,PRG0503,true,true,6.0,Enrolled
ENR000562,STU00123,2026WI,SCH05,PRG0503,true,true,3.0,Enrolled
ENR000563,STU00124,2024FA,SCH06,PRG0601,true,true,3.0,Enrolled
ENR000564,STU00124,2025SU,SCH06,PRG0601,true,true,6.0,Enrolled
ENR000565,STU00124,2025WI,SCH06,PRG0601,true,true,3.0,Enrolled
ENR000566,STU00124,2026SU,SCH06,PRG0601,true,true,6.0,Enrolled
ENR000567,STU00124,2026WI,SCH06,PRG0601,true,true,6.0,Enrolled
ENR000568,STU00125,2024FA,SCH06,PRG0602,true,true,6.0,Enrolled
ENR000569,STU00125,2025WI,SCH06,PRG0602,true,true,6.0,Enrolled
ENR000570,STU00125,2026SU,SCH06,PRG0602,true,true,6.0,Enrolled
ENR000571,STU00126,2024FA,SCH06,PRG0603,true,true,6.0,Enrolled
ENR000572,STU00126,2025FA,SCH06,PRG0603,true,true,6.0,Enrolled
ENR000573,STU00126,2025SU,SCH06,PRG0603,true,true,6.0,Enrolled
ENR000574,STU00126,2025WI,SCH06,PRG0603,true,true,6.0,Enrolled
ENR000575,STU00126,2026WI,SCH06,PRG0603,true,true,6.0,Enrolled
ENR000576,STU00127,2024FA,SCH07,PRG0701,true,true,6.0,Enrolled
ENR000577,STU00127,2025FA,SCH07,PRG0701,true,true,6.0,Enrolled
ENR000578,STU00127,2025SU,SCH07,PRG0701,true,true,6.0,Enrolled
ENR000579,STU00127,2026SU,SCH07,PRG0701,true,true,6.0,Enrolled
ENR000580,STU00127,2026WI,SCH07,PRG0701,true,true,6.0,Enrolled
ENR000581,STU00128,2024FA,SCH07,PRG0702,true,true,6.0,Enrolled
ENR000582,STU00128,2025SU,SCH07,PRG0702,true,true,6.0,Enrolled
ENR000583,STU00128,2026SU,SCH07,PRG0702,true,true,6.0,Enrolled
ENR000584,STU00129,2024FA,SCH07,PRG0703,true,true,6.0,Enrolled
ENR000585,STU00129,2025FA,SCH07,PRG0703,true,true,6.0,Enrolled
ENR000586,STU00129,2025SU,SCH07,PRG0703,true,true,6.0,Enrolled
ENR000587,STU00129,2025WI,SCH07,PRG0703,true,true,6.0,Enrolled
ENR000588,STU00129,2026SU,SCH07,PRG0703,true,true,3.0,Enrolled
ENR000589,STU00129,2026WI,SCH07,PRG0703,true,true,6.0,Enrolled
ENR000590,STU00130,2024FA,SCH08,PRG0801,true,true,6.0,Enrolled
ENR000591,STU00130,2025FA,SCH08,PRG0801,true,true,6.0,Enrolled
ENR000592,STU00130,2025SU,SCH08,PRG0801,true,true,6.0,Enrolled
ENR000593,STU00130,2026SU,SCH08,PRG0801,true,true,6.0,Enrolled
ENR000594,STU00131,2024FA,SCH08,PRG0802,true,true,6.0,Enrolled
ENR000595,STU00131,2025FA,SCH08,PRG0802,true,true,6.0,Enrolled
ENR000596,STU00131,2025SU,SCH08,PRG0802,true,true,6.0,Enrolled
ENR000597,STU00131,2025WI,SCH08,PRG0802,true,true,6.0,Enrolled
ENR000598,STU00131,2026SU,SCH08,PRG0802,true,true,6.0,Enrolled
ENR000599,STU00131,2026WI,SCH08,PRG0802,true,true,6.0,Enrolled
ENR000600,STU00132,2024FA,SCH08,PRG0803,true,true,6.0,Enrolled
ENR000601,STU00132,2025FA,SCH08,PRG0803,true,true,6.0,Enrolled
ENR000602,STU00132,2025SU,SCH08,PRG0803,true,true,6.0,Enrolled
ENR000603,STU00132,2025WI,SCH08,PRG0803,true,true,6.0,Enrolled
ENR000604,STU00132,2026SU,SCH08,PRG0803,true,true,6.0,Enrolled
ENR000605,STU00132,2026WI,SCH08,PRG0803,true,true,6.0,Enrolled
ENR000606,STU00133,2024FA,SCH09,PRG0901,true,true,6.0,Enrolled
ENR000607,STU00133,2025FA,SCH09,PRG0901,true,true,6.0,Enrolled
ENR000608,STU00133,2025SU,SCH09,PRG0901,true,true,6.0,Enrolled
ENR000609,STU00133,2026SU,SCH09,PRG0901,true,true,6.0,Enrolled
ENR000610,STU00133,2026WI,SCH09,PRG0901,true,true,6.0,Enrolled
ENR000611,STU00134,2025FA,SCH09,PRG0902,true,true,6.0,Enrolled
ENR000612,STU00134,2025SU,SCH09,PRG0902,true,true,3.0,Enrolled
ENR000613,STU00134,2025WI,SCH09,PRG0902,true,true,6.0,Enrolled
ENR000614,STU00135,2024FA,SCH09,PRG0903,true,true,6.0,Enrolled
ENR000615,STU00135,2025FA,SCH09,PRG0903,true,true,6.0,Enrolled
ENR000616,STU00135,2025WI,SCH09,PRG0903,true,true,6.0,Enrolled
ENR000617,STU00135,2026WI,SCH09,PRG0903,true,true,6.0,Enrolled
ENR000618,STU00136,2025FA,SCH10,PRG1001,true,true,6.0,Enrolled
ENR000619,STU00136,2025SU,SCH10,PRG1001,true,true,3.0,Enrolled
ENR000620,STU00136,2026SU,SCH10,PRG1001,true,true,6.0,Enrolled
ENR000621,STU00136,2026WI,SCH10,PRG1001,true,true,6.0,Enrolled
ENR000622,STU00137,2025SU,SCH10,PRG1002,true,true,3.0,Enrolled
ENR000623,STU00137,2025WI,SCH10,PRG1002,true,true,6.0,Enrolled
ENR000624,STU00137,2026WI,SCH10,PRG1002,true,true,6.0,Enrolled
ENR000625,STU00138,2025FA,SCH10,PRG1003,true,true,6.0,Enrolled
ENR000626,STU00138,2025WI,SCH10,PRG1003,true,true,6.0,Enrolled
ENR000627,STU00138,2026WI,SCH10,PRG1003,true,true,6.0,Enrolled
ENR000628,STU00139,2024FA,SCH11,PRG1101,true,true,6.0,Enrolled
ENR000629,STU00139,2025FA,SCH11,PRG1101,true,true,6.0,Enrolled
ENR000630,STU00139,2025SU,SCH11,PRG1101,true,true,6.0,Enrolled
ENR000631,STU00139,2025WI,SCH11,PRG1101,true,true,6.0,Enrolled
ENR000632,STU00139,2026SU,SCH11,PRG1101,true,true,6.0,Enrolled
ENR000633,STU00140,2024FA,SCH11,PRG1102,true,true,6.0,Enrolled
ENR000634,STU00140,2025FA,SCH11,PRG1102,true,true,6.0,Enrolled
ENR000635,STU00140,2026SU,SCH11,PRG1102,true,true,6.0,Enrolled
ENR000636,STU00140,2026WI,SCH11,PRG1102,true,true,6.0,Enrolled
ENR000637,STU00141,2024FA,SCH11,PRG1103,true,true,3.0,Enrolled
ENR000638,STU00141,2025FA,SCH11,PRG1103,true,true,6.0,Enrolled
ENR000639,STU00141,2025WI,SCH11,PRG1103,true,true,6.0,Enrolled
ENR000640,STU00141,2026SU,SCH11,PRG1103,true,true,6.0,Enrolled
ENR000641,STU00141,2026WI,SCH11,PRG1103,true,true,6.0,Enrolled
ENR000642,STU00142,2024FA,SCH12,PRG1201,true,true,6.0,Enrolled
ENR000643,STU00142,2025FA,SCH12,PRG1201,true,true,6.0,Enrolled
ENR000644,STU00142,2025SU,SCH12,PRG1201,true,true,6.0,Enrolled
ENR000645,STU00142,2025WI,SCH12,PRG1201,true,true,6.0,Enrolled
ENR000646,STU00142,2026WI,SCH12,PRG1201,true,true,3.0,Enrolled
ENR000647,STU00143,2024FA,SCH12,PRG1202,true,true,6.0,Enrolled
ENR000648,STU00143,2025FA,SCH12,PRG1202,true,true,6.0,Enrolled
ENR000649,STU00143,2025SU,SCH12,PRG1202,true,true,3.0,Enrolled
ENR000650,STU00143,2026SU,SCH12,PRG1202,true,true,6.0,Enrolled
ENR000651,STU00143,2026WI,SCH12,PRG1202,true,true,6.0,Enrolled
ENR000652,STU00144,2024FA,SCH12,PRG1203,true,true,6.0,Enrolled
ENR000653,STU00144,2025FA,SCH12,PRG1203,true,true,6.0,Enrolled
ENR000654,STU00144,2025WI,SCH12,PRG1203,true,true,6.0,Enrolled
ENR000655,STU00144,2026WI,SCH12,PRG1203,true,true,6.0,Enrolled
ENR000656,STU00145,2024FA,SCH01,PRG0101,true,true,6.0,Enrolled
ENR000657,STU00145,2025FA,SCH01,PRG0101,true,true,6.0,Enrolled
ENR000658,STU00145,2026SU,SCH01,PRG0101,true,true,6.0,Enrolled
ENR000659,STU00146,2024FA,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000660,STU00146,2025FA,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000661,STU00146,2025SU,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000662,STU00146,2025WI,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000663,STU00146,2026SU,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000664,STU00146,2026WI,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000665,STU00147,2024FA,SCH01,PRG0103,true,true,6.0,Enrolled
ENR000666,STU00147,2025WI,SCH01,PRG0103,true,true,6.0,Enrolled
ENR000667,STU00147,2026SU,SCH01,PRG0103,true,true,6.0,Enrolled
ENR000668,STU00148,2024FA,SCH02,PRG0201,true,true,6.0,Enrolled
ENR000669,STU00148,2025FA,SCH02,PRG0201,true,true,6.0,Enrolled
ENR000670,STU00148,2025SU,SCH02,PRG0201,true,true,6.0,Enrolled
ENR000671,STU00148,2026SU,SCH02,PRG0201,true,true,6.0,Enrolled
ENR000672,STU00148,2026WI,SCH02,PRG0201,true,true,3.0,Enrolled
ENR000673,STU00149,2024FA,SCH02,PRG0202,true,true,6.0,Enrolled
ENR000674,STU00149,2025SU,SCH02,PRG0202,true,true,6.0,Enrolled
ENR000675,STU00149,2025WI,SCH02,PRG0202,true,true,6.0,Enrolled
ENR000676,STU00149,2026SU,SCH02,PRG0202,true,true,6.0,Enrolled
ENR000677,STU00150,2024FA,SCH02,PRG0203,true,true,6.0,Enrolled
