registration_id,student_id,section_id,term_id,registration_date,registration_status,credit_hours,grade_mode
REG000339,STU00036,SEC00287,2025FA,2025-07-23,Registered,3.0,Letter
REG000340,STU00036,SEC00288,2025FA,2025-08-01,Registered,3.0,Audit
REG000341,STU00036,SEC00215,2025SU,2025-04-29,Registered,3.0,Pass Fail
REG000342,STU00036,SEC00216,2025SU,2025-04-26,Registered,3.0,Audit
REG000343,STU00036,SEC00144,2025WI,2024-12-18,Registered,3.0,Pass Fail
REG000344,STU00036,SEC00143,2025WI,2024-12-20,Registered,3.0,Pass Fail
REG000345,STU00036,SEC00431,2026SU,2026-05-01,Registered,3.0,Pass Fail
REG000346,STU00036,SEC00432,2026SU,2026-04-15,Dropped,0.0,Pass Fail
REG000347,STU00036,SEC00359,2026WI,2026-01-03,Registered,3.0,Letter
REG000348,STU00036,SEC00360,2026WI,2025-12-23,Registered,3.0,Audit
REG000349,STU00037,SEC00001,2024FA,2024-08-15,Registered,3.0,Pass Fail
REG000350,STU00037,SEC00002,2024FA,2024-07-28,Registered,3.0,Pass Fail
REG000351,STU00037,SEC00218,2025FA,2025-08-03,Registered,3.0,Letter
REG000352,STU00037,SEC00217,2025FA,2025-07-21,Registered,3.0,Pass Fail
REG000353,STU00037,SEC00145,2025SU,2025-04-09,Registered,3.0,Letter
REG000354,STU00037,SEC00146,2025SU,2025-04-14,Registered,3.0,Letter
REG000355,STU00037,SEC00073,2025WI,2024-12-24,Registered,3.0,Letter
REG000356,STU00037,SEC00074,2025WI,2024-12-13,Registered,3.0,Letter
REG000357,STU00037,SEC00290,2026WI,2025-12-21,Registered,3.0,Letter
REG000358,STU00037,SEC00289,2026WI,2025-12-24,Registered,3.0,Letter
REG000359,STU00038,SEC00003,2024FA,2024-08-06,Registered,3.0,Letter
REG000360,STU00038,SEC00004,2024FA,2024-07-25,Registered,3.0,Audit
REG000361,STU00038,SEC00219,2025FA,2025-07-27,Registered,3.0,Letter
REG000362,STU00038,SEC00220,2025FA,2025-08-11,Registered,3.0,Audit
REG000363,STU00038,SEC00147,2025SU,2025-04-24,Dropped,0.0,Letter
REG000364,STU00038,SEC00148,2025SU,2025-04-12,Registered,3.0,Pass Fail
REG000365,STU00038,SEC00363,2026SU,2026-04-07,Registered,3.0,Pass Fail
REG000366,STU00038,SEC00364,2026SU,2026-04-27,Registered,3.0,Letter
REG000367,STU00038,SEC00292,2026WI,2026-01-04,Registered,3.0,Pass Fail
REG000368,STU00038,SEC00291,2026WI,2025-12-09,Registered,3.0,Audit
REG000369,STU00039,SEC00222,2025FA,2025-08-10,Registered,3.0,Audit
REG000370,STU00039,SEC00221,2025FA,2025-08-13,Registered,3.0,Letter
REG000371,STU00039,SEC00149,2025SU,2025-04-25,Registered,3.0,Audit
REG000372,STU00039,SEC00150,2025SU,2025-04-12,Registered,3.0,Audit
REG000373,STU00039,SEC00078,2025WI,2024-12-13,Registered,3.0,Audit
REG000374,STU00039,SEC00077,2025WI,2024-12-17,Registered,3.0,Letter
REG000375,STU00039,SEC00366,2026SU,2026-04-21,Registered,3.0,Pass Fail
REG000376,STU00039,SEC00365,2026SU,2026-04-11,Registered,3.0,Audit
REG000377,STU00039,SEC00294,2026WI,2025-12-22,Registered,3.0,Letter
REG000378,STU00039,SEC00293,2026WI,2025-12-31,Registered,3.0,Letter
REG000379,STU00040,SEC00008,2024FA,2024-07-27,Registered,3.0,Audit
REG000380,STU00040,SEC00007,2024FA,2024-08-10,Registered,3.0,Pass Fail
REG000381,STU00040,SEC00224,2025FA,2025-08-02,Registered,3.0,Pass Fail
REG000382,STU00040,SEC00223,2025FA,2025-08-14,Registered,3.0,Pass Fail
REG000383,STU00040,SEC00151,2025SU,2025-04-28,Registered,3.0,Letter
REG000384,STU00040,SEC00152,2025SU,2025-04-18,Registered,3.0,Letter
REG000385,STU00040,SEC00079,2025WI,2025-01-03,Registered,3.0,Audit
REG000386,STU00040,SEC00080,2025WI,2025-01-05,Registered,3.0,Letter
REG000387,STU00040,SEC00296,2026WI,2025-12-22,Registered,3.0,Letter
REG000388,STU00040,SEC00295,2026WI,2025-12-09,Dropped,0.0,Letter
REG000389,STU00041,SEC00010,2024FA,2024-07-27,Registered,3.0,Audit
REG000390,STU00041,SEC00009,2024FA,2024-08-17,Withdrawn,3.0,Letter
REG000391,STU00041,SEC00225,2025FA,2025-08-07,Registered,3.0,Pass Fail
REG000392,STU00041,SEC00226,2025FA,2025-08-11,Withdrawn,3.0,Audit
REG000393,STU00041,SEC00154,2025SU,2025-04-09,Registered,3.0,Letter
REG000394,STU00041,SEC00153,2025SU,2025-04-19,Registered,3.0,Pass Fail
REG000395,STU00041,SEC00082,2025WI,2024-12-09,Registered,3.0,Audit
REG000396,STU00041,SEC00081,2025WI,2024-12-13,Registered,3.0,Letter
REG000397,STU00041,SEC00370,2026SU,2026-04-25,Registered,3.0,Pass Fail
REG000398,STU00041,SEC00369,2026SU,2026-04-27,Dropped,0.0,Letter
REG000399,STU00041,SEC00297,2026WI,2025-12-11,Registered,3.0,Pass Fail
REG000400,STU00041,SEC00298,2026WI,2026-01-04,Registered,3.0,Pass Fail
REG000401,STU00042,SEC00011,2024FA,2024-07-28,Registered,3.0,Audit
REG000402,STU00042,SEC00012,2024FA,2024-08-06,Registered,3.0,Letter
REG000403,STU00042,SEC00227,2025FA,2025-08-02,Registered,3.0,Audit
REG000404,STU00042,SEC00228,2025FA,2025-07-26,Registered,3.0,Audit
REG000405,STU00042,SEC00083,2025WI,2024-12-18,Registered,3.0,Letter
REG000406,STU00042,SEC00084,2025WI,2025-01-05,Registered,3.0,Pass Fail
REG000407,STU00042,SEC00371,2026SU,2026-05-02,Registered,3.0,Pass Fail
REG000408,STU00042,SEC00372,2026SU,2026-04-25,Registered,3.0,Audit
REG000409,STU00042,SEC00300,2026WI,2025-12-16,Registered,3.0,Audit
REG000410,STU00042,SEC00299,2026WI,2026-01-01,Registered,3.0,Pass Fail
REG000411,STU00043,SEC00014,2024FA,2024-07-28,Registered,3.0,Audit
REG000412,STU00043,SEC00013,2024FA,2024-07-26,Registered,3.0,Letter
REG000413,STU00043,SEC00230,2025FA,2025-08-14,Withdrawn,3.0,Audit
REG000414,STU00043,SEC00229,2025FA,2025-08-01,Registered,3.0,Audit
REG000415,STU00043,SEC00158,2025SU,2025-05-01,Registered,3.0,Audit
REG000416,STU00043,SEC00157,2025SU,2025-04-15,Registered,3.0,Audit
REG000417,STU00043,SEC00085,2025WI,2024-12-17,Registered,3.0,Letter
REG000418,STU00043,SEC00086,2025WI,2024-12-17,Registered,3.0,Pass Fail
REG000419,STU00043,SEC00373,2026SU,2026-05-01,Registered,3.0,Letter
REG000420,STU00043,SEC00374,2026SU,2026-04-26,Registered,3.0,Audit
REG000421,STU00043,SEC00301,2026WI,2025-12-25,Registered,3.0,Letter
REG000422,STU00043,SEC00302,2026WI,2025-12-27,Registered,3.0,Letter
REG000423,STU00044,SEC00015,2024FA,2024-08-14,Registered,3.0,Audit
REG000424,STU00044,SEC00016,2024FA,2024-07-25,Registered,3.0,Audit
REG000425,STU00044,SEC00232,2025FA,2025-08-08,Registered,3.0,Letter
REG000426,STU00044,SEC00231,2025FA,2025-07-22,Registered,3.0,Letter
REG000427,STU00044,SEC00159,2025SU,2025-04-27,Registered,3.0,Audit
REG000428,STU00044,SEC00160,2025SU,2025-04-30,Registered,3.0,Pass Fail
REG000429,STU00044,SEC00087,2025WI,2024-12-27,Registered,3.0,Letter
REG000430,STU00044,SEC00088,2025WI,2024-12-18,Withdrawn,3.0,Letter
REG000431,STU00044,SEC00375,2026SU,2026-04-09,Dropped,0.0,Audit
REG000432,STU00044,SEC00376,2026SU,2026-04-26,Registered,3.0,Pass Fail
REG000433,STU00045,SEC00234,2025FA,2025-07-30,Registered,3.0,Pass Fail
REG000434,STU00045,SEC00233,2025FA,2025-07-23,Withdrawn,3.0,Letter
REG000435,STU00045,SEC00162,2025SU,2025-04-21,Registered,3.0,Audit
REG000436,STU00045,SEC00161,2025SU,2025-04-28,Registered,3.0,Audit
REG000437,STU00045,SEC00377,2026SU,2026-05-02,Registered,3.0,Letter
REG000438,STU00045,SEC00378,2026SU,2026-04-07,Registered,3.0,Pass Fail
REG000439,STU00046,SEC00235,2025FA,2025-08-03,Registered,3.0,Letter
REG000440,STU00046,SEC00236,2025FA,2025-08-03,Registered,3.0,Letter
REG000441,STU00046,SEC00164,2025SU,2025-04-27,Registered,3.0,Audit
REG000442,STU00046,SEC00163,2025SU,2025-04-09,Registered,3.0,Pass Fail
REG000443,STU00046,SEC00092,2025WI,2024-12-26,Registered,3.0,Audit
REG000444,STU00046,SEC00091,2025WI,2025-01-01,Registered,3.0,Letter
REG000445,STU00046,SEC00380,2026SU,2026-04-23,Registered,3.0,Pass Fail
REG000446,STU00046,SEC00379,2026SU,2026-04-29,Registered,3.0,Letter
REG000447,STU00046,SEC00308,2026WI,2026-01-03,Registered,3.0,Pass Fail
REG000448,STU00046,SEC00307,2026WI,2025-12-12,Registered,3.0,Audit
REG000449,STU00047,SEC00021,2024FA,2024-08-02,Registered,3.0,Pass Fail
REG000450,STU00047,SEC00022,2024FA,2024-08-13,Registered,3.0,Pass Fail
REG000451,STU00047,SEC00237,2025FA,2025-08-10,Registered,3.0,Letter
REG000452,STU00047,SEC00238,2025FA,2025-08-12,Registered,3.0,Letter
REG000453,STU00047,SEC00310,2026WI,2025-12-19,Registered,3.0,Letter
REG000454,STU00047,SEC00309,2026WI,2025-12-22,Registered,3.0,Audit
REG000455,STU00048,SEC00024,2024FA,2024-08-08,Registered,3.0,Pass Fail
REG000456,STU00048,SEC00023,2024FA,2024-08-18,Registered,3.0,Audit
REG000457,STU00048,SEC00095,2025WI,2024-12-28,Registered,3.0,Letter
REG000458,STU00048,SEC00096,2025WI,2025-01-03,Withdrawn,3.0,Letter
REG000459,STU00048,SEC00383,2026SU,2026-04-22,Registered,3.0,Letter
REG000460,STU00048,SEC00384,2026SU,2026-04-15,Registered,3.0,Audit
REG000461,STU00048,SEC00312,2026WI,2025-12-23,Registered,3.0,Letter
REG000462,STU00048,SEC00311,2026WI,2025-12-14,Registered,3.0,Pass Fail
REG000463,STU00049,SEC00241,2025FA,2025-08-13,Registered,3.0,Pass Fail
REG000464,STU00049,SEC00242,2025FA,2025-08-08,Registered,3.0,Letter
REG000465,STU00049,SEC00385,2026SU,2026-04-06,Registered,3.0,Pass Fail
REG000466,STU00049,SEC00386,2026SU,2026-04-20,Registered,3.0,Audit
REG000467,STU00049,SEC00314,2026WI,2025-12-10,Registered,3.0,Audit
REG000468,STU00049,SEC00313,2026WI,2025-12-20,Registered,3.0,Audit
REG000469,STU00050,SEC00027,2024FA,2024-08-14,Registered,3.0,Letter
REG000470,STU00050,SEC00028,2024FA,2024-08-11,Withdrawn,3.0,Audit
REG000471,STU00050,SEC00172,2025SU,2025-04-23,Registered,3.0,Letter
REG000472,STU00050,SEC00171,2025SU,2025-05-02,Registered,3.0,Audit
REG000473,STU00050,SEC00387,2026SU,2026-04-26,Registered,3.0,Audit
REG000474,STU00050,SEC00388,2026SU,2026-04-15,Registered,3.0,Audit
REG000475,STU00051,SEC00030,2024FA,2024-07-29,Registered,3.0,Pass Fail
REG000476,STU00051,SEC00029,2024FA,2024-08-04,Registered,3.0,Letter
REG000477,STU00051,SEC00101,2025WI,2024-12-21,Registered,3.0,Letter
REG000478,STU00051,SEC00102,2025WI,2024-12-27,Registered,3.0,Pass Fail
REG000479,STU00051,SEC00389,2026SU,2026-04-27,Registered,3.0,Pass Fail
REG000480,STU00051,SEC00390,2026SU,2026-04-14,Registered,3.0,Letter
REG000481,STU00051,SEC00318,2026WI,2025-12-19,Registered,3.0,Pass Fail
REG000482,STU00051,SEC00317,2026WI,2025-12-16,Registered,3.0,Audit
REG000483,STU00052,SEC00248,2025FA,2025-08-06,Registered,3.0,Letter
REG000484,STU00052,SEC00247,2025FA,2025-08-01,Registered,3.0,Letter
REG000485,STU00052,SEC00176,2025SU,2025-04-29,Dropped,0.0,Letter
REG000486,STU00052,SEC00175,2025SU,2025-04-13,Dropped,0.0,Pass Fail
REG000487,STU00052,SEC00103,2025WI,2024-12-18,Registered,3.0,Letter
REG000488,STU00052,SEC00104,2025WI,2024-12-09,Registered,3.0,Letter
REG000489,STU00052,SEC00391,2026SU,2026-04-19,Registered,3.0,Letter
REG000490,STU00052,SEC00392,2026SU,2026-04-07,Registered,3.0,Pass Fail
REG000491,STU00052,SEC00319,2026WI,2025-12-22,Registered,3.0,Audit
REG000492,STU00052,SEC00320,2026WI,2025-12-20,Dropped,0.0,Pass Fail
REG000493,STU00053,SEC00033,2024FA,2024-07-22,Registered,3.0,Audit
REG000494,STU00053,SEC00034,2024FA,2024-07-22,Registered,3.0,Letter
REG000495,STU00053,SEC00177,2025SU,2025-05-02,Registered,3.0,Letter
REG000496,STU00053,SEC00178,2025SU,2025-04-13,Registered,3.0,Letter
REG000497,STU00053,SEC00105,2025WI,2024-12-29,Registered,3.0,Letter
REG000498,STU00053,SEC00106,2025WI,2024-12-12,Registered,3.0,Pass Fail
REG000499,STU00053,SEC00393,2026SU,2026-04-08,Registered,3.0,Letter
REG000500,STU00053,SEC00394,2026SU,2026-05-03,Dropped,0.0,Audit
REG000501,STU00053,SEC00322,2026WI,2025-12-14,Registered,3.0,Pass Fail
REG000502,STU00053,SEC00321,2026WI,2026-01-04,Registered,3.0,Audit
REG000503,STU00054,SEC00035,2024FA,2024-08-07,Withdrawn,3.0,Letter
REG000504,STU00054,SEC00036,2024FA,2024-08-10,Registered,3.0,Letter
REG000505,STU00054,SEC00251,2025FA,2025-08-01,Registered,3.0,Letter
REG000506,STU00054,SEC00252,2025FA,2025-07-27,Registered,3.0,Letter
REG000507,STU00054,SEC00180,2025SU,2025-04-12,Registered,3.0,Letter
REG000508,STU00054,SEC00179,2025SU,2025-04-10,Registered,3.0,Audit
REG000509,STU00054,SEC00107,2025WI,2024-12-27,Registered,3.0,Audit
REG000510,STU00054,SEC00108,2025WI,2024-12-13,Registered,3.0,Audit
REG000511,STU00054,SEC00396,2026SU,2026-04-28,Registered,3.0,Pass Fail
REG000512,STU00054,SEC00395,2026SU,2026-04-21,Registered,3.0,Pass Fail
REG000513,STU00054,SEC00324,2026WI,2025-12-12,Registered,3.0,Pass Fail
REG000514,STU00054,SEC00323,2026WI,2025-12-19,Registered,3.0,Letter
REG000515,STU00055,SEC00253,2025FA,2025-07-26,Registered,3.0,Pass Fail
REG000516,STU00055,SEC00254,2025FA,2025-08-10,Registered,3.0,Pass Fail
REG000517,STU00055,SEC00181,2025SU,2025-04-18,Withdrawn,3.0,Pass Fail
REG000518,STU00055,SEC00182,2025SU,2025-04-25,Registered,3.0,Audit
REG000519,STU00055,SEC00110,2025WI,2024-12-25,Registered,3.0,Audit
REG000520,STU00055,SEC00109,2025WI,2024-12-09,Registered,3.0,Letter
REG000521,STU00055,SEC00397,2026SU,2026-04-29,Registered,3.0,Audit
REG000522,STU00055,SEC00398,2026SU,2026-04-30,Registered,3.0,Audit
REG000523,STU00055,SEC00326,2026WI,2026-01-04,Registered,3.0,Pass Fail
REG000524,STU00055,SEC00325,2026WI,2025-12-12,Dropped,0.0,Audit
REG000525,STU00056,SEC00040,2024FA,2024-08-15,Registered,3.0,Letter
REG000526,STU00056,SEC00039,2024FA,2024-07-27,Registered,3.0,Audit
REG000527,STU00056,SEC00256,2025FA,2025-08-06,Registered,3.0,Letter
REG000528,STU00056,SEC00255,2025FA,2025-07-30,Registered,3.0,Audit
REG000529,STU00056,SEC00400,2026SU,2026-04-25,Registered,3.0,Pass Fail
REG000530,STU00056,SEC00399,2026SU,2026-04-07,Registered,3.0,Pass Fail
REG000531,STU00057,SEC00258,2025FA,2025-08-04,Registered,3.0,Letter
REG000532,STU00057,SEC00257,2025FA,2025-08-06,Registered,3.0,Pass Fail
REG000533,STU00057,SEC00402,2026SU,2026-04-10,Registered,3.0,Audit
REG000534,STU00057,SEC00401,2026SU,2026-04-28,Dropped,0.0,Audit
REG000535,STU00057,SEC00330,2026WI,2025-12-27,Registered,3.0,Audit
REG000536,STU00057,SEC00329,2026WI,2025-12-29,Registered,3.0,Audit
REG000537,STU00058,SEC00043,2024FA,2024-08-07,Registered,3.0,Audit
REG000538,STU00058,SEC00044,2024FA,2024-08-03,Dropped,0.0,Letter
REG000539,STU00058,SEC00260,2025FA,2025-08-17,Registered,3.0,Letter
REG000540,STU00058,SEC00259,2025FA,2025-08-17,Dropped,0.0,Audit
REG000541,STU00058,SEC00188,2025SU,2025-04-24,Registered,3.0,Audit
REG000542,STU00058,SEC00187,2025SU,2025-05-03,Registered,3.0,Pass Fail
REG000543,STU00058,SEC00404,2026SU,2026-04-30,Registered,3.0,Letter
REG000544,STU00058,SEC00403,2026SU,2026-04-23,Registered,3.0,Pass Fail
REG000545,STU00058,SEC00332,2026WI,2025-12-25,Registered,3.0,Audit
REG000546,STU00058,SEC00331,2026WI,2025-12-14,Registered,3.0,Pass Fail
REG000547,STU00059,SEC00189,2025SU,2025-04-12,Registered,3.0,Audit
REG000548,STU00059,SEC00190,2025SU,2025-04-25,Registered,3.0,Letter
REG000549,STU00059,SEC00405,2026SU,2026-04-18,Registered,3.0,Audit
REG000550,STU00059,SEC00406,2026SU,2026-04-11,Registered,3.0,Audit
REG000551,STU00059,SEC00333,2026WI,2025-12-17,Registered,3.0,Pass Fail
REG000552,STU00059,SEC00334,2026WI,2026-01-02,Dropped,0.0,Pass Fail
REG000553,STU00060,SEC00048,2024FA,2024-07-25,Registered,3.0,Audit
REG000554,STU00060,SEC00047,2024FA,2024-08-15,Registered,3.0,Pass Fail
REG000555,STU00060,SEC00191,2025SU,2025-04-11,Registered,3.0,Audit
REG000556,STU00060,SEC00192,2025SU,2025-04-11,Registered,3.0,Audit
REG000557,STU00060,SEC00119,2025WI,2025-01-04,Registered,3.0,Audit
REG000558,STU00060,SEC00120,2025WI,2024-12-23,Withdrawn,3.0,Letter
REG000559,STU00060,SEC00336,2026WI,2025-12-09,Registered,3.0,Audit
REG000560,STU00060,SEC00335,2026WI,2025-12-12,Registered,3.0,Letter
REG000561,STU00061,SEC00049,2024FA,2024-07-31,Registered,3.0,Pass Fail
REG000562,STU00061,SEC00050,2024FA,2024-07-30,Registered,3.0,Audit
REG000563,STU00061,SEC00266,2025FA,2025-08-01,Registered,3.0,Pass Fail
REG000564,STU00061,SEC00265,2025FA,2025-07-30,Registered,3.0,Pass Fail
REG000565,STU00061,SEC00194,2025SU,2025-04-16,Registered,3.0,Letter
REG000566,STU00061,SEC00193,2025SU,2025-04-12,Registered,3.0,Pass Fail
REG000567,STU00061,SEC00121,2025WI,2024-12-19,Registered,3.0,Pass Fail
REG000568,STU00061,SEC00122,2025WI,2025-01-04,Registered,3.0,Letter
REG000569,STU00061,SEC00337,2026WI,2025-12-19,Registered,3.0,Pass Fail
REG000570,STU00061,SEC00338,2026WI,2025-12-12,Registered,3.0,Pass Fail
REG000571,STU00062,SEC00051,2024FA,2024-07-24,Dropped,0.0,Audit
REG000572,STU00062,SEC00052,2024FA,2024-07-28,Registered,3.0,Letter
REG000573,STU00062,SEC00268,2025FA,2025-07-28,Registered,3.0,Letter
REG000574,STU00062,SEC00267,2025FA,2025-07-24,Registered,3.0,Pass Fail
REG000575,STU00062,SEC00195,2025SU,2025-04-11,Dropped,0.0,Letter
REG000576,STU00062,SEC00196,2025SU,2025-04-24,Registered,3.0,Pass Fail
REG000577,STU00062,SEC00124,2025WI,2024-12-21,Registered,3.0,Letter
REG000578,STU00062,SEC00123,2025WI,2024-12-14,Withdrawn,3.0,Letter
REG000579,STU00062,SEC00411,2026SU,2026-04-13,Registered,3.0,Audit
REG000580,STU00062,SEC00412,2026SU,2026-04-16,Dropped,0.0,Pass Fail
REG000581,STU00062,SEC00340,2026WI,2025-12-17,Registered,3.0,Audit
REG000582,STU00062,SEC00339,2026WI,2025-12-14,Registered,3.0,Letter
REG000583,STU00063,SEC00126,2025WI,2024-12-25,Registered,3.0,Audit
REG000584,STU00063,SEC00125,2025WI,2024-12-20,Registered,3.0,Pass Fail
REG000585,STU00063,SEC00414,2026SU,2026-04-21,Registered,3.0,Letter
REG000586,STU00063,SEC00413,2026SU,2026-04-11,Registered,3.0,Pass Fail
REG000587,STU00063,SEC00342,2026WI,2025-12-23,Registered,3.0,Audit
REG000588,STU00063,SEC00341,2026WI,2026-01-02,Registered,3.0,Letter
REG000589,STU00064,SEC00056,2024FA,2024-07-22,Registered,3.0,Pass Fail
REG000590,STU00064,SEC00055,2024FA,2024-07-29,Registered,3.0,Audit
REG000591,STU00064,SEC00271,2025FA,2025-08-11,Registered,3.0,Audit
REG000592,STU00064,SEC00272,2025FA,2025-08-10,Registered,3.0,Pass Fail
REG000593,STU00064,SEC00199,2025SU,2025-04-10,Registered,3.0,Pass Fail
REG000594,STU00064,SEC00200,2025SU,2025-05-04,Registered,3.0,Letter
REG000595,STU00064,SEC00128,2025WI,2024-12-15,Registered,3.0,Letter
REG000596,STU00064,SEC00127,2025WI,2024-12-24,Registered,3.0,Letter
REG000597,STU00064,SEC00343,2026WI,2025-12-28,Registered,3.0,Pass Fail
REG000598,STU00064,SEC00344,2026WI,2025-12-15,Registered,3.0,Audit
REG000599,STU00065,SEC00058,2024FA,2024-07-22,Registered,3.0,Pass Fail
REG000600,STU00065,SEC00057,2024FA,2024-08-17,Registered,3.0,Audit
REG000601,STU00065,SEC00273,2025FA,2025-08-16,Registered,3.0,Letter
REG000602,STU00065,SEC00274,2025FA,2025-07-21,Registered,3.0,Pass Fail
REG000603,STU00065,SEC00418,2026SU,2026-04-23,Registered,3.0,Pass Fail
REG000604,STU00065,SEC00417,2026SU,2026-04-09,Registered,3.0,Pass Fail
REG000605,STU00065,SEC00346,2026WI,2025-12-15,Registered,3.0,Letter
REG000606,STU00065,SEC00345,2026WI,2025-12-13,Registered,3.0,Audit
REG000607,STU00066,SEC00059,2024FA,2024-07-27,Registered,3.0,Audit
REG000608,STU00066,SEC00060,2024FA,2024-08-09,Registered,3.0,Pass Fail
REG000609,STU00066,SEC00276,2025FA,2025-08-12,Registered,3.0,Audit
REG000610,STU00066,SEC00275,2025FA,2025-07-23,Registered,3.0,Pass Fail
REG000611,STU00066,SEC00204,2025SU,2025-04-26,Registered,3.0,Letter
REG000612,STU00066,SEC00203,2025SU,2025-04-23,Registered,3.0,Letter
REG000613,STU00066,SEC00132,2025WI,2024-12-30,Registered,3.0,Letter
REG000614,STU00066,SEC00131,2025WI,2024-12-23,Registered,3.0,Audit
REG000615,STU00066,SEC00420,2026SU,2026-04-18,Registered,3.0,Audit
REG000616,STU00066,SEC00419,2026SU,2026-04-28,Registered,3.0,Letter
REG000617,STU00067,SEC00061,2024FA,2024-08-09,Registered,3.0,Audit
REG000618,STU00067,SEC00062,2024FA,2024-08-06,Registered,3.0,Letter
REG000619,STU00067,SEC00278,2025FA,2025-08-09,Registered,3.0,Pass Fail
REG000620,STU00067,SEC00277,2025FA,2025-07-30,Registered,3.0,Letter
REG000621,STU00067,SEC00205,2025SU,2025-04-13,Registered,3.0,Audit
REG000622,STU00067,SEC00206,2025SU,2025-04-23,Registered,3.0,Audit
REG000623,STU00067,SEC00133,2025WI,2024-12-18,Registered,3.0,Letter
REG000624,STU00067,SEC00134,2025WI,2025-01-05,Registered,3.0,Audit
REG000625,STU00067,SEC00422,2026SU,2026-04-14,Registered,3.0,Audit
REG000626,STU00067,SEC00421,2026SU,2026-04-11,Registered,3.0,Pass Fail
REG000627,STU00067,SEC00349,2026WI,2025-12-31,Registered,3.0,Letter
REG000628,STU00067,SEC00350,2026WI,2025-12-30,Registered,3.0,Audit
REG000629,STU00068,SEC00064,2024FA,2024-07-24,Registered,3.0,Letter
REG000630,STU00068,SEC00063,2024FA,2024-07-27,Registered,3.0,Audit
REG000631,STU00068,SEC00279,2025FA,2025-08-03,Registered,3.0,Pass Fail
REG000632,STU00068,SEC00280,2025FA,2025-08-01,Withdrawn,3.0,Pass Fail
REG000633,STU00068,SEC00351,2026WI,2025-12-24,Registered,3.0,Pass Fail
REG000634,STU00068,SEC00352,2026WI,2025-12-11,Registered,3.0,Pass Fail
REG000635,STU00069,SEC00065,2024FA,2024-08-13,Registered,3.0,Letter
REG000636,STU00069,SEC00066,2024FA,2024-07-22,Registered,3.0,Pass Fail
REG000637,STU00069,SEC00209,2025SU,2025-04-13,Withdrawn,3.0,Audit
REG000638,STU00069,SEC00210,2025SU,2025-04-14,Dropped,0.0,Letter
REG000639,STU00069,SEC00137,2025WI,2024-12-19,Registered,3.0,Pass Fail
REG000640,STU00069,SEC00138,2025WI,2024-12-25,Registered,3.0,Audit
REG000641,STU00069,SEC00354,2026WI,2025-12-27,Dropped,0.0,Audit
REG000642,STU00069,SEC00353,2026WI,2025-12-16,Registered,3.0,Letter
REG000643,STU00070,SEC00068,2024FA,2024-07-29,Registered,3.0,Letter
REG000644,STU00070,SEC00067,2024FA,2024-08-02,Registered,3.0,Letter
REG000645,STU00070,SEC00283,2025FA,2025-07-21,Registered,3.0,Pass Fail
REG000646,STU00070,SEC00284,2025FA,2025-07-27,Withdrawn,3.0,Audit
REG000647,STU00070,SEC00212,2025SU,2025-04-23,Registered,3.0,Letter
REG000648,STU00070,SEC00211,2025SU,2025-04-29,Registered,3.0,Pass Fail
REG000649,STU00070,SEC00140,2025WI,2025-01-04,Registered,3.0,Audit
REG000650,STU00070,SEC00139,2025WI,2024-12-16,Registered,3.0,Audit
REG000651,STU00070,SEC00427,2026SU,2026-04-12,Registered,3.0,Pass Fail
REG000652,STU00070,SEC00428,2026SU,2026-04-12,Registered,3.0,Pass Fail
REG000653,STU00070,SEC00355,2026WI,2026-01-01,Registered,3.0,Letter
REG000654,STU00070,SEC00356,2026WI,2025-12-24,Registered,3.0,Pass Fail
REG000655,STU00071,SEC00069,2024FA,2024-08-05,Registered,3.0,Letter
REG000656,STU00071,SEC00070,2024FA,2024-08-13,Registered,3.0,Letter
REG000657,STU00071,SEC00214,2025SU,2025-04-23,Registered,3.0,Pass Fail
REG000658,STU00071,SEC00213,2025SU,2025-04-15,Withdrawn,3.0,Pass Fail
REG000659,STU00071,SEC00141,2025WI,2025-01-04,Registered,3.0,Pass Fail
REG000660,STU00071,SEC00142,2025WI,2024-12-14,Dropped,0.0,Audit
REG000661,STU00071,SEC00357,2026WI,2025-12-10,Registered,3.0,Pass Fail
REG000662,STU00071,SEC00358,2026WI,2025-12-13,Registered,3.0,Pass Fail
REG000663,STU00072,SEC00072,2024FA,2024-08-02,Withdrawn,3.0,Letter
REG000664,STU00072,SEC00071,2024FA,2024-08-11,Registered,3.0,Letter
REG000665,STU00072,SEC00287,2025FA,2025-08-06,Registered,3.0,Audit
REG000666,STU00072,SEC00288,2025FA,2025-07-27,Registered,3.0,Letter
REG000667,STU00072,SEC00143,2025WI,2025-01-01,Registered,3.0,Audit
REG000668,STU00072,SEC00144,2025WI,2024-12-26,Registered,3.0,Letter
REG000669,STU00072,SEC00359,2026WI,2025-12-24,Registered,3.0,Letter
REG000670,STU00072,SEC00360,2026WI,2025-12-29,Registered,3.0,Letter
REG000671,STU00073,SEC00002,2024FA,2024-08-06,Registered,3.0,Pass Fail
REG000672,STU00073,SEC00001,2024FA,2024-08-04,Registered,3.0,Audit
REG000673,STU00073,SEC00218,2025FA,2025-07-26,Registered,3.0,Audit
REG000674,STU00073,SEC00217,2025FA,2025-08-10,Dropped,0.0,Letter
REG000675,STU00073,SEC00073,2025WI,2024-12-30,Withdrawn,3.0,Audit
REG000676,STU00073,SEC00074,2025WI,2024-12-27,Registered,3.0,Pass Fail
REG000677,STU00073,SEC00361,2026SU,2026-04-26,Registered,3.0,Pass Fail
